@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-9,11-40,43-49,52,55-56,58-102,106-234,236-260,262-287,290-366,370-510,512-523,525-558,560-562'

@attribute tBodyAcc-max()-X numeric
@attribute tGravityAcc-mean()-X numeric
@attribute tGravityAcc-mean()-Y numeric
@attribute tGravityAcc-max()-X numeric
@attribute tGravityAcc-max()-Y numeric
@attribute tGravityAcc-min()-X numeric
@attribute tGravityAcc-min()-Y numeric
@attribute tGravityAcc-energy()-X numeric
@attribute tBodyAccJerk-entropy()-X numeric
@attribute tBodyAccJerk-entropy()-Y numeric
@attribute tBodyAccJerk-entropy()-Z numeric
@attribute tBodyAccJerkMag-entropy() numeric
@attribute tBodyGyroJerkMag-entropy() numeric
@attribute fBodyAcc-entropy()-X numeric
@attribute fBodyAcc-entropy()-Y numeric
@attribute fBodyAccJerk-entropy()-X numeric
@attribute fBodyAccJerk-entropy()-Y numeric
@attribute fBodyAccJerk-entropy()-Z numeric
@attribute fBodyAccMag-entropy() numeric
@attribute fBodyBodyAccJerkMag-entropy() numeric
@attribute angle(X-gravityMean) numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.128307,0.83253,-0.356546,0.768429,-0.36136,0.845824,-0.331709,0.569514,0.64019,0.526909,0.393607,0.628995,0.755308,0.514987,0.401541,0.522445,0.361558,0.146224,0.376518,0.270481,-0.545329,WALKING_UPSTAIRS
-0.149363,0.819409,-0.359993,0.764478,-0.368152,0.820475,-0.339588,0.538278,0.739897,0.591005,0.380576,0.643847,0.87236,0.682721,0.45469,0.62314,0.435935,0.167767,0.421569,0.233039,-0.53273,WALKING_UPSTAIRS
-0.042283,0.829033,-0.346257,0.796887,-0.330584,0.820475,-0.339588,0.561633,0.712718,0.596911,0.281587,0.656913,0.971523,0.686007,0.410028,0.617828,0.473681,0.272574,0.593472,0.322426,-0.552376,WALKING_UPSTAIRS
0.126504,0.860271,-0.32382,0.803574,-0.330584,0.839677,-0.317651,0.637085,0.662128,0.671347,0.234981,0.686287,0.882948,0.618488,0.46548,0.621542,0.541421,0.212604,0.634098,0.444854,-0.599784,WALKING_UPSTAIRS
0.135386,0.899334,-0.283871,0.865262,-0.282083,0.856738,-0.296792,0.73506,0.493853,0.571813,0.651142,0.676736,0.880286,0.70461,0.540007,0.579779,0.500834,0.354106,0.582342,0.366245,-0.647128,WALKING_UPSTAIRS
-0.060726,0.853054,-0.301238,0.845258,-0.287186,0.853062,-0.315116,0.619831,0.367766,0.531664,0.63521,0.654212,0.891416,0.526093,0.588995,0.447408,0.523403,0.262957,0.44951,0.20405,-0.587226,WALKING_UPSTAIRS
0.267041,0.830368,-0.341783,0.764861,-0.322433,0.837673,-0.342367,0.564343,0.521442,0.514457,0.497289,0.697353,0.884455,0.768528,0.620974,0.582046,0.573454,0.225771,0.618848,0.367838,-0.55273,WALKING_UPSTAIRS
0.267041,0.82641,-0.359763,0.764861,-0.356234,0.837673,-0.342367,0.554869,0.77473,0.607113,0.58911,0.738979,0.849042,0.647791,0.584424,0.670285,0.577684,0.351867,0.627184,0.483801,-0.533599,WALKING_UPSTAIRS
-0.115473,0.821635,-0.350626,0.760081,-0.351937,0.830927,-0.336747,0.543485,0.692462,0.685073,0.545791,0.666489,0.868368,0.661958,0.471178,0.643335,0.444586,0.392663,0.504161,0.338237,-0.531467,WALKING_UPSTAIRS
-0.115473,0.818798,-0.336807,0.758342,-0.330604,0.830927,-0.320759,0.536721,0.476173,0.605936,0.533858,0.684497,0.902274,0.51716,0.561185,0.5555,0.555637,0.459053,0.453618,0.327698,-0.544838,WALKING_UPSTAIRS
-0.108142,0.820459,-0.329039,0.751261,-0.330604,0.837514,-0.31561,0.540644,0.657178,0.571037,0.524903,0.736006,0.86666,0.692282,0.528282,0.652657,0.53969,0.392709,0.519818,0.335503,-0.544961,WALKING_UPSTAIRS
-0.931192,0.97258,0.020627,0.898549,0.00419,0.990173,0.036823,0.923797,-0.469893,-0.348926,-0.475963,-0.470816,0.062502,-0.76992,-0.551495,-0.782358,-0.738881,-0.864158,-0.620826,-0.898,-0.9334,STANDING
-0.932127,0.97237,0.012645,0.897744,-0.006573,0.992027,0.035807,0.923237,-0.631436,-0.522737,-0.710952,-0.540124,-0.198934,-0.817269,-0.709665,-0.808214,-0.93912,-1,-0.739177,-0.940965,-0.930657,STANDING
-0.940951,0.97272,0.011312,0.898337,-0.01335,0.992084,0.035807,0.92417,-0.787925,-0.826456,-0.8582,-0.904289,-0.764038,-1,-0.904748,-1,-1,-1,-1,-1,-0.928194,STANDING
-0.940951,0.972659,0.014485,0.898337,-0.011179,0.991842,0.037861,0.924006,-0.797465,-0.806636,-0.75615,-0.837497,-0.766289,-1,-0.94487,-1,-1,-1,-1,-1,-0.926294,STANDING
-0.942929,0.972151,0.016887,0.897853,-0.008644,0.99178,0.041174,0.922656,-0.901594,-0.826456,-0.776161,-0.830553,-0.811005,-1,-0.94487,-1,-1,-1,-1,-1,-0.923428,STANDING
-0.942929,0.971907,0.018774,0.897305,-0.00789,0.991493,0.043175,0.922008,-0.875096,-0.800014,-0.815814,-0.793943,-0.625872,-1,-0.83986,-1,-1,-1,-1,-1,-0.92142,STANDING
-0.941863,0.971369,0.020072,0.896989,-0.006803,0.989995,0.045768,0.92058,-0.787925,-0.654744,-0.761633,-0.758765,-0.457999,-0.946357,-0.703136,-1,-1,-1,-0.769171,-1,-0.920528,STANDING
-0.941863,0.970812,0.020513,0.896989,-0.006755,0.989995,0.045768,0.9191,-0.778718,-0.697429,-0.798259,-0.826208,-0.562199,-1,-0.732819,-1,-1,-1,-0.791957,-1,-0.920809,STANDING
-0.944019,0.970677,0.022342,0.895927,-0.002264,0.989995,0.046969,0.918742,-0.797465,-0.858956,-0.746139,-0.863988,-0.710815,-1,-0.904748,-1,-1,-1,-1,-1,-0.919844,STANDING
-0.943232,0.970891,0.025479,0.896155,-0.000516,0.990709,0.047841,0.919309,-0.797465,-0.778175,-0.701613,-0.798364,-0.615482,-1,-0.812205,-1,-1,-1,-0.873482,-1,-0.916541,STANDING
-0.943109,0.971082,0.025643,0.896577,-0.000516,0.990775,0.048224,0.919816,-0.797465,-0.650395,-0.726599,-0.809526,-0.590452,-1,-0.812205,-1,-1,-1,-0.946182,-1,-0.915726,STANDING
-0.942432,0.971486,0.022774,0.896933,-0.00117,0.990904,0.047588,0.92089,-0.817601,-0.602102,-0.768706,-0.87689,-0.677083,-1,-0.741924,-1,-1,-1,-0.907014,-1,-0.918776,STANDING
-0.928659,0.971494,0.023825,0.896933,0.002668,0.990454,0.047588,0.920912,-0.763782,-0.581351,-0.729479,-0.759025,-0.42585,-1,-0.654294,-1,-1,-1,-0.677315,-0.940965,-0.918646,STANDING
-0.928659,0.970677,0.028908,0.896833,0.004033,0.989954,0.04831,0.918742,-0.672028,-0.468157,-0.706909,-0.52652,-0.17021,-0.844178,-0.54434,-1,-0.85688,-1,-0.643434,-0.898,-0.913666,STANDING
-0.929594,0.970953,0.028977,0.897999,0.004033,0.989954,0.048148,0.919474,-0.730889,-0.487733,-0.756048,-0.589673,-0.285449,-1,-0.597228,-1,-0.792618,-1,-0.604207,-0.940965,-0.914551,STANDING
-0.935909,0.972511,0.021793,0.898516,0.00178,0.990342,0.041357,0.923614,-0.817601,-0.609806,-0.718208,-0.77212,-0.540142,-1,-0.757953,-1,-1,-1,-0.816674,-1,-0.924781,STANDING
-0.942288,0.972409,0.018929,0.898516,-0.001066,0.990661,0.041357,0.923342,-0.839274,-0.754968,-0.694445,-0.803614,-0.717129,-1,-0.849961,-1,-1,-1,-0.790533,-1,-0.927014,STANDING
-0.900349,0.976132,-0.00125,0.904712,0.0129,0.984232,-0.005319,0.933268,-0.520978,-0.604018,-0.549667,-0.651733,-0.336376,-0.748883,-0.611155,-0.836457,-1,-1,-0.626426,-0.940965,-0.943854,STANDING
-0.942768,0.977852,-0.025767,0.904712,-0.034975,0.995768,-0.005319,0.937839,-0.817601,-0.721902,-0.702717,-0.880868,-0.714761,-1,-0.815786,-1,-1,-1,-0.791957,-1,-0.965963,STANDING
-0.941633,0.97602,-0.022884,0.902874,-0.046307,0.995071,-0.004148,0.932952,-0.817601,-0.788157,-0.760106,-0.851716,-0.724137,-1,-0.904748,-1,-1,-1,-1,-1,-0.965347,STANDING
-0.941633,0.975832,-0.020758,0.901633,-0.046307,0.995071,0.003271,0.932453,-0.850744,-0.754861,-0.800682,-0.877012,-0.730361,-1,-0.83986,-1,-1,-1,-0.946182,-1,-0.962192,STANDING
-0.943812,0.976567,-0.02347,0.902176,-0.046403,0.995199,0.000898,0.934412,-0.915776,-0.762751,-0.791933,-0.807567,-0.735206,-1,-0.870398,-1,-1,-1,-0.946182,-1,-0.962958,STANDING
-0.943959,0.977128,-0.02631,0.902288,-0.050796,0.996488,-0.000442,0.935907,-0.862673,-0.83698,-0.790571,-0.821883,-0.765171,-1,-0.94487,-1,-1,-1,-1,-1,-0.964,STANDING
-0.94254,0.977328,-0.027664,0.902528,-0.053075,0.997014,-0.001471,0.936439,-0.828235,-0.874541,-0.805914,-0.912783,-0.803415,-1,-0.94487,-1,-1,-1,-1,-1,-0.963277,STANDING
-0.94254,0.977122,-0.028028,0.902528,-0.053897,0.995978,-0.001471,0.935889,-0.875096,-0.826456,-0.846581,-0.948898,-0.779386,-1,-1,-1,-1,-1,-1,-1,-0.961664,STANDING
-0.942864,0.976295,-0.02759,0.902257,-0.053884,0.995426,-0.001343,0.933685,-0.915776,-0.836903,-0.839619,-0.917292,-0.798338,-1,-1,-1,-1,-1,-1,-1,-0.959249,STANDING
-0.942864,0.976103,-0.027321,0.901678,-0.051945,0.995426,-0.000903,0.933174,-0.875096,-0.82354,-0.80378,-0.887355,-0.803724,-1,-0.94487,-1,-1,-1,-0.946182,-1,-0.958117,STANDING
-0.943055,0.976318,-0.025077,0.901678,-0.04901,0.995861,-0.000903,0.933747,-0.817601,-0.757575,-0.721095,-0.827107,-0.784212,-1,-0.904748,-1,-1,-1,-1,-1,-0.95623,STANDING
-0.943055,0.976167,-0.023828,0.901316,-0.04901,0.995912,0.000885,0.933345,-0.796638,-0.800014,-0.696936,-0.807301,-0.811169,-1,-0.870398,-1,-1,-1,-0.907014,-1,-0.955251,STANDING
-0.935437,0.976195,-0.025234,0.90192,-0.049502,0.995803,0.000858,0.933419,-0.769336,-0.783017,-0.778798,-0.818253,-0.662726,-1,-0.83986,-1,-1,-1,-0.843671,-1,-0.956851,STANDING
-0.935437,0.976497,-0.025576,0.902334,-0.048777,0.995411,0.000203,0.934223,-0.774319,-0.721902,-0.760895,-0.844492,-0.627261,-0.946357,-0.785427,-1,-1,-1,-0.816674,-1,-0.957249,STANDING
-0.907737,0.840265,0.168156,0.824995,0.207178,0.843794,-0.0536,0.588631,-0.482568,-0.500537,-0.615015,-0.41588,-0.122891,-0.561308,-0.122382,-0.943699,-0.506019,-0.83215,-0.048969,-0.771789,-0.570507,SITTING
-0.907737,0.830163,0.203116,0.767592,0.207178,0.843794,0.19488,0.563866,-0.496923,-0.212134,-0.526416,-0.418641,-0.074018,-0.740023,-0.340352,-0.902724,-0.52131,-0.900162,-0.467654,-0.839332,-0.549583,SITTING
-0.932141,0.838776,0.178425,0.767639,0.166895,0.852232,0.19488,0.584532,-0.686942,-0.502246,-0.666125,-0.711652,-0.401812,-0.946357,-0.709665,-1,-1,-1,-0.739177,-1,-0.5743,SITTING
-0.940128,0.839207,0.180817,0.767639,0.152754,0.860472,0.195225,0.585563,-0.787925,-0.721902,-0.74896,-0.86507,-0.776015,-0.946357,-0.815786,-1,-1,-1,-0.843671,-1,-0.571569,SITTING
-0.940128,0.83927,0.180994,0.766364,0.152754,0.860472,0.200974,0.585714,-0.778718,-0.754861,-0.76535,-0.85192,-0.829917,-0.946357,-0.904748,-1,-1,-1,-0.946182,-1,-0.570643,SITTING
-0.944131,0.83972,0.17721,0.766364,0.148491,0.861513,0.199922,0.586799,-0.807351,-0.746258,-0.796407,-0.840874,-0.853196,-1,-1,-1,-1,-1,-1,-1,-0.573046,SITTING
-0.943079,0.838947,0.176139,0.76562,0.144572,0.861513,0.199837,0.584934,-0.828235,-0.773336,-0.783214,-0.888871,-0.833554,-1,-0.94487,-1,-1,-1,-1,-1,-0.572493,SITTING
-0.941527,0.839239,0.176086,0.765598,0.144635,0.86158,0.199253,0.585638,-0.817601,-0.814214,-0.790152,-0.871662,-0.843687,-1,-0.94487,-1,-1,-1,-1,-1,-0.571422,SITTING
-0.941527,0.839957,0.175384,0.76607,0.144635,0.861966,0.198758,0.587373,-0.797465,-0.773336,-0.899819,-0.905692,-0.867099,-1,-1,-1,-1,-1,-1,-1,-0.571635,SITTING
-0.941898,0.840492,0.174527,0.766535,0.142838,0.862795,0.19822,0.588665,-0.739422,-0.740092,-0.83087,-0.817585,-0.897928,-1,-1,-1,-1,-1,-1,-1,-0.572733,SITTING
-0.935789,0.840189,0.174137,0.766535,0.142548,0.861972,0.197709,0.587934,-0.776747,-0.674103,-0.71093,-0.741417,-0.642405,-0.946357,-0.870398,-1,-0.93912,-0.942216,-0.873482,-1,-0.572664,SITTING
-0.935789,0.840043,0.172693,0.766734,0.141839,0.861972,0.194977,0.58758,-0.839274,-0.604286,-0.79696,-0.785201,-0.576129,-0.946357,-0.709665,-1,-1,-1,-0.791957,-1,-0.573091,SITTING
-0.939952,0.838622,0.172966,0.766734,0.143685,0.858703,0.194977,0.584154,-0.828235,-0.620202,-0.76994,-0.842824,-0.62289,-0.946357,-0.703136,-1,-1,-1,-0.873482,-1,-0.571755,SITTING
-0.931171,0.837511,0.174786,0.765793,0.143687,0.858703,0.195927,0.581473,-0.769828,-0.735835,-0.76801,-0.891316,-0.73486,-1,-0.94487,-1,-1,-1,-1,-1,-0.569672,SITTING
-0.931171,0.839545,0.174205,0.76693,0.143687,0.859104,0.196616,0.586378,-0.74495,-0.84773,-0.711547,-0.87755,-0.889836,-1,-1,-1,-1,-1,-1,-1,-0.5708,SITTING
-0.763064,0.873989,0.146661,0.844505,0.151428,0.727075,0.132396,0.673782,-0.661651,-0.551706,-0.299717,-0.430353,-0.316354,-0.310019,-0.44582,-1,-0.792618,-0.75216,-0.070335,-0.828516,-0.644229,SITTING
-0.943853,0.898984,0.175304,0.844505,0.151428,0.908152,0.169613,0.733259,-0.850744,-0.83698,-0.841011,-0.927479,-0.800629,-0.854006,-0.815786,-1,-1,-1,-0.82017,-1,-0.673811,SITTING
-0.941473,0.888124,0.176535,0.819512,0.151154,0.908152,0.197988,0.705824,-0.817601,-0.793046,-0.824719,-0.83519,-0.818493,-1,-0.94487,-1,-1,-1,-1,-1,-0.661955,SITTING
-0.936769,0.888725,0.175527,0.814722,0.144399,0.908884,0.197988,0.707327,-0.699608,-0.67155,-0.783,-0.761781,-0.710606,-0.946357,-0.83986,-1,-1,-1,-0.907014,-1,-0.661337,SITTING
-0.936769,0.888859,0.176641,0.814722,0.145545,0.909582,0.200115,0.707661,-0.72265,-0.628055,-0.774013,-0.845912,-0.757791,-1,-0.870398,-1,-0.93912,-1,-0.946182,-1,-0.659901,SITTING
-0.943785,0.888057,0.177477,0.814534,0.146661,0.909164,0.200179,0.705654,-0.862673,-0.721902,-0.815602,-0.906798,-0.84244,-1,-0.94487,-1,-1,-1,-1,-1,-0.659066,SITTING
-0.942429,0.887677,0.178853,0.814386,0.147807,0.908933,0.201837,0.704702,-0.875096,-0.783017,-0.790886,-0.865477,-0.820086,-1,-0.94487,-1,-1,-1,-0.946182,-1,-0.660597,SITTING
-0.942429,0.888542,0.179861,0.815091,0.148328,0.908933,0.203142,0.706869,-0.888054,-0.870602,-0.782274,-0.823337,-0.837801,-0.946357,-1,-1,-1,-1,-0.907014,-1,-0.662781,SITTING
-0.942523,0.888982,0.179991,0.815091,0.148386,0.910178,0.203019,0.707969,-0.875096,-0.895253,-0.770701,-0.815716,-0.820735,-1,-0.94487,-1,-1,-1,-0.946182,-1,-0.661815,SITTING
-0.940022,0.888609,0.179485,0.814506,0.148386,0.909854,0.202766,0.707034,-0.778718,-0.936113,-0.694812,-0.824507,-0.803691,-1,-0.94487,-1,-1,-0.942216,-0.946182,-1,-0.660073,SITTING
-0.940022,0.888916,0.178481,0.815265,0.147086,0.909854,0.20154,0.707805,-0.73722,-0.874541,-0.760895,-0.893593,-0.756515,-0.946357,-0.94487,-1,-1,-1,-0.946182,-1,-0.661197,SITTING
-0.938425,0.889368,0.178135,0.815265,0.146928,0.90992,0.20154,0.708936,-0.752955,-0.699528,-0.776815,-0.83322,-0.53397,-0.946357,-1,-1,-1,-1,-0.946182,-1,-0.662312,SITTING
-0.936088,0.889064,0.178778,0.815231,0.147381,0.909359,0.201574,0.708175,-0.748262,-0.566883,-0.729473,-0.756152,-0.342909,-1,-0.870398,-1,-0.93912,-1,-0.873482,-1,-0.661809,SITTING
-0.815521,-0.481412,0.76425,-0.46704,0.725107,-0.497259,0.76791,-0.997653,-0.663398,-0.556583,-0.666059,-0.667067,-0.426833,-0.738424,-0.668343,-0.943699,-0.93912,-1,-0.790533,-0.940965,0.597212,LAYING
-0.85897,-0.42893,0.760728,-0.473337,0.718697,-0.459186,0.773256,-0.997282,-0.888054,-0.77777,-0.752265,-0.829448,-0.84663,-0.613201,-0.94487,-1,-1,-1,-0.648652,-1,0.559935,LAYING
-0.943163,-0.417742,0.763095,-0.473337,0.71727,-0.375194,0.773812,-0.996963,-0.807351,-0.950942,-0.83292,-0.904629,-0.856466,-0.892879,-0.94487,-1,-1,-1,-0.907014,-1,0.552063,LAYING
-0.939374,-0.425272,0.764265,-0.489193,0.71727,-0.375374,0.779325,-0.997756,-0.817601,-0.950942,-0.839732,-0.900335,-0.884998,-1,-1,-1,-1,-1,-1,-1,0.557413,LAYING
-0.939374,-0.425684,0.764095,-0.49381,0.716755,-0.375374,0.779325,-0.997794,-0.807351,-0.806636,-0.817032,-0.87291,-0.883207,-1,-1,-1,-1,-1,-1,-1,0.557679,LAYING
-0.942511,-0.425659,0.764417,-0.49381,0.716755,-0.37553,0.77974,-0.997792,-0.761244,-0.729733,-0.732495,-0.890826,-0.901356,-1,-1,-1,-1,-1,-1,-1,0.557658,LAYING
-0.942511,-0.425682,0.764083,-0.493198,0.716755,-0.37553,0.779187,-0.997794,-0.778718,-0.735835,-0.764103,-0.899884,-0.930805,-1,-1,-1,-1,-1,-1,-1,0.557669,LAYING
-0.942988,-0.425049,0.763878,-0.49254,0.716481,-0.37553,0.779187,-0.997736,-0.862673,-0.789257,-0.824719,-0.864197,-0.90085,-1,-1,-1,-1,-1,-1,-1,0.557238,LAYING
-0.94082,-0.425315,0.764151,-0.49254,0.716509,-0.375839,0.779325,-0.99776,-0.839274,-0.767836,-0.806808,-0.843073,-0.896688,-1,-1,-1,-1,-1,-1,-1,0.557437,LAYING
-0.94082,-0.425922,0.764177,-0.493575,0.716788,-0.375839,0.779614,-0.997816,-0.850744,-0.691235,-0.741263,-0.809348,-0.776366,-1,-1,-1,-1,-1,-1,-1,0.55785,LAYING
-0.938764,-0.425587,0.764551,-0.493493,0.717341,-0.375565,0.779614,-0.997785,-0.78797,-0.735835,-0.70201,-0.827522,-0.767463,-0.946357,-1,-1,-1,-1,-1,-1,0.557603,LAYING
-0.938764,-0.425571,0.764764,-0.493323,0.717341,-0.375442,0.780067,-0.997784,-0.714237,-0.80344,-0.798259,-0.945138,-0.952511,-0.946357,-1,-1,-1,-1,-1,-1,0.55759,LAYING
-0.941107,-0.425054,0.76411,-0.492544,0.71704,-0.375442,0.778464,-0.997737,-0.752955,-0.754968,-0.812398,-0.920876,-0.878087,-0.946357,-0.94487,-1,-1,-1,-1,-1,0.557215,LAYING
-0.940759,-0.424296,0.763291,-0.492362,0.716638,-0.374409,0.778423,-0.997668,-0.73722,-0.737849,-0.842677,-0.865302,-0.846185,-0.907316,-1,-1,-1,-1,-1,-1,0.556669,LAYING
-0.935093,-0.423827,0.763263,-0.490626,0.716072,-0.374036,0.778423,-0.997624,-0.708893,-0.770924,-0.824719,-0.879963,-0.837454,-0.873892,-1,-1,-1,-1,-1,-1,0.556338,LAYING
-0.935093,-0.42292,0.763788,-0.490519,0.716543,-0.374036,0.778862,-0.997538,-0.73722,-0.793046,-0.76535,-0.840537,-0.833991,-0.946357,-1,-1,-1,-1,-1,-1,0.555692,LAYING
-0.935542,-0.422759,0.764265,-0.490519,0.716888,-0.372963,0.779425,-0.997523,-0.739422,-0.80344,-0.806808,-0.846414,-0.924288,-0.907316,-1,-1,-1,-1,-1,-1,0.555578,LAYING
-0.935542,-0.422419,0.764614,-0.489576,0.717027,-0.372963,0.780019,-0.99749,-0.730889,-0.797235,-0.849246,-0.885967,-0.924104,-0.946357,-1,-1,-1,-1,-1,-1,0.55536,LAYING
-0.734238,-0.344824,0.801926,-0.346752,0.789636,-0.469767,0.805414,-0.97897,-0.774319,-0.675461,-0.69421,-0.78855,-0.69097,-0.241563,-0.634742,-1,-1,-1,-0.269213,-1,0.500028,LAYING
-0.940454,-0.290821,0.795167,-0.346752,0.75088,-0.256097,0.805414,-0.96887,-0.618571,-0.788157,-0.764103,-0.883346,-0.801894,-0.854006,-0.904748,-0.943699,-1,-1,-0.853531,-1,0.460925,LAYING
-0.937193,-0.299771,0.798827,-0.356139,0.750908,-0.255478,0.811028,-0.971882,-0.685559,-0.870602,-0.70837,-0.886234,-0.93737,-0.907316,-1,-1,-1,-1,-1,-1,0.467794,LAYING
-0.937193,-0.299725,0.799112,-0.366053,0.750908,-0.255477,0.814008,-0.971878,-0.729757,-0.858956,-0.726599,-0.879818,-0.958692,-0.907316,-1,-1,-1,-1,-1,-1,0.467656,LAYING
-0.937474,-0.298819,0.799133,-0.366053,0.751266,-0.253442,0.814008,-0.971589,-0.722552,-0.826456,-0.813859,-0.962436,-0.94745,-0.873892,-1,-1,-1,-1,-1,-1,0.466999,LAYING
-0.936303,-0.299541,0.799343,-0.365913,0.751267,-0.253442,0.813791,-0.971822,-0.725292,-0.754968,-0.770403,-0.908344,-0.930913,-0.907316,-0.904748,-1,-1,-1,-1,-1,0.467568,LAYING
-0.936303,-0.298183,0.799122,-0.365476,0.751267,-0.253405,0.813784,-0.971382,-0.716503,-0.763991,-0.731611,-0.866625,-0.825207,-0.907316,-1,-1,-1,-1,-1,-1,0.466593,LAYING
-0.939997,-0.29887,0.799522,-0.365476,0.751811,-0.253765,0.813784,-0.971603,-0.708021,-0.763991,-0.788483,-0.898131,-0.799484,-0.946357,-1,-1,-1,-1,-1,-1,0.46706,LAYING
-0.939997,-0.301029,0.80067,-0.367601,0.752726,-0.253877,0.814782,-0.972299,-0.664456,-0.644623,-0.78523,-0.841644,-0.810123,-1,-0.904748,-1,-1,-1,-1,-1,0.468614,LAYING
-0.94144,-0.301585,0.801147,-0.369886,0.752726,-0.254154,0.815729,-0.972477,-0.714697,-0.727963,-0.767381,-0.815723,-0.864112,-1,-1,-1,-1,-0.942216,-1,-1,0.469002,LAYING
-0.94144,-0.300841,0.801152,-0.368574,0.752932,-0.254154,0.816026,-0.972239,-0.76691,-0.814214,-0.767381,-0.856058,-0.926566,-1,-1,-1,-1,-1,-1,-1,0.468542,LAYING
-0.933982,-0.299797,0.801414,-0.368542,0.752992,-0.253086,0.816026,-0.971906,-0.695948,-0.793046,-0.768706,-0.862078,-0.880408,-0.946357,-1,-1,-1,-1,-1,-1,0.467852,LAYING
-0.933982,-0.299897,0.801025,-0.368542,0.752992,-0.252506,0.815239,-0.971938,-0.646481,-0.826456,-0.782274,-0.861683,-0.82631,-0.907316,-1,-1,-1,-1,-1,-1,0.467792,LAYING
-0.936056,-0.300718,0.80041,-0.368788,0.752265,-0.254235,0.815225,-0.9722,-0.692457,-0.870602,-0.817839,-0.920737,-0.864527,-0.873892,-1,-1,-1,-1,-1,-1,0.468383,LAYING
-0.932813,-0.301131,0.800687,-0.368927,0.752405,-0.254235,0.815225,-0.972332,-0.72265,-0.825386,-0.869107,-0.935438,-0.947102,-0.907316,-1,-1,-1,-1,-1,-1,0.468829,LAYING
-0.932813,-0.300782,0.800868,-0.368899,0.752405,-0.254222,0.815753,-0.972221,-0.684308,-0.714346,-0.839505,-0.85192,-0.950413,-0.907316,-1,-1,-1,-1,-1,-1,0.468549,LAYING
-0.936368,-0.300585,0.800674,-0.367724,0.75212,-0.253797,0.815311,-0.972157,-0.685559,-0.754861,-0.790886,-0.839457,-0.85088,-0.873892,-1,-1,-1,-1,-1,-1,0.468312,LAYING
-0.937399,-0.2989,0.800375,-0.365559,0.75212,-0.253797,0.815176,-0.971613,-0.708021,-0.767836,-0.719918,-0.807752,-0.835389,-1,-1,-1,-1,-1,-1,-1,0.467165,LAYING
-0.940869,-0.297251,0.800217,-0.365559,0.751703,-0.250937,0.815058,-0.971081,-0.725292,-0.788895,-0.689589,-0.830584,-0.921723,-1,-1,-1,-1,-1,-1,-1,0.466023,LAYING
-0.934631,-0.298021,0.799727,-0.365564,0.751703,-0.251183,0.813702,-0.971331,-0.778718,-0.826456,-0.793959,-0.899884,-0.925518,-1,-1,-1,-1,-1,-1,-1,0.466454,LAYING
-0.934631,-0.298423,0.799033,-0.366881,0.751146,-0.251183,0.813701,-0.971462,-0.72265,-0.826456,-0.849318,-0.900812,-0.9571,-0.907316,-1,-1,-1,-1,-1,-1,0.466688,LAYING
-0.940004,-0.298017,0.799416,-0.3666,0.751926,-0.250941,0.813701,-0.971331,-0.684308,-0.826456,-0.732495,-0.867084,-0.985906,-0.946357,-1,-1,-1,-1,-1,-1,0.466471,LAYING
0.188059,0.971373,-0.121255,0.915408,-0.128336,0.961914,-0.132582,0.920784,0.572282,0.675851,0.742659,0.738517,0.905654,0.649387,0.692853,0.637033,0.693349,0.440936,0.578693,0.481801,-0.871539,WALKING
-0.048083,0.955493,-0.132456,0.903031,-0.13252,0.961914,-0.120531,0.878747,0.537178,0.692547,0.728843,0.702305,0.887651,0.602383,0.546587,0.591776,0.711747,0.506278,0.523157,0.536478,-0.840219,WALKING
-0.048083,0.957854,-0.140164,0.898847,-0.145896,0.96235,-0.120531,0.884921,0.646934,0.642038,0.694447,0.645596,0.849269,0.609061,0.573181,0.637473,0.559013,0.478752,0.52072,0.533624,-0.834651,WALKING
-0.095175,0.96618,-0.128385,0.898956,-0.140946,0.97859,-0.120392,0.906838,0.587156,0.753758,0.594805,0.688616,0.817797,0.599707,0.559886,0.493511,0.496686,0.481869,0.533084,0.496355,-0.845274,WALKING
-0.228066,0.961254,-0.122724,0.898956,-0.140946,0.971988,-0.103287,0.893845,0.564846,0.76766,0.662873,0.677243,0.840845,0.56848,0.700127,0.578726,0.710397,0.376458,0.484995,0.508685,-0.850137,WALKING
-0.091952,0.95567,-0.130099,0.885348,-0.145241,0.970672,-0.108323,0.879109,0.714073,0.735489,0.669113,0.746578,0.842447,0.59685,0.59356,0.61604,0.559157,0.351362,0.37818,0.384876,-0.847621,WALKING
-0.014732,0.953359,-0.130663,0.883124,-0.151174,0.968594,-0.108323,0.873043,0.762551,0.702505,0.707184,0.719525,0.852693,0.59999,0.540478,0.557405,0.593242,0.438826,0.351884,0.412554,-0.840562,WALKING
-0.014732,0.956536,-0.128395,0.89353,-0.150471,0.968594,-0.103575,0.881421,0.797023,0.715864,0.713393,0.728217,0.877519,0.61111,0.614653,0.667338,0.625726,0.377101,0.356242,0.494073,-0.837507,WALKING
-0.092947,0.960437,-0.131073,0.89353,-0.150471,0.971973,-0.112456,0.891673,0.704724,0.709139,0.537522,0.743839,0.919893,0.609876,0.53386,0.606127,0.633912,0.302552,0.380821,0.528615,-0.838976,WALKING
