@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,8-9,11-16,18-41,43-53,55-265,267-268,270-271,273-274,276-281,283-302,304-310,312-314,316-381,383-389,391-503,506-508,510-559,561-562'

@attribute tBodyAcc-std()-X numeric
@attribute tBodyAcc-mad()-X numeric
@attribute tBodyAcc-max()-X numeric
@attribute tBodyAcc-energy()-X numeric
@attribute tGravityAcc-mean()-Y numeric
@attribute tGravityAcc-min()-Y numeric
@attribute fBodyAcc-mean()-X numeric
@attribute fBodyAcc-std()-X numeric
@attribute fBodyAcc-mad()-X numeric
@attribute fBodyAcc-max()-X numeric
@attribute fBodyAcc-energy()-X numeric
@attribute fBodyAcc-bandsEnergy()-A-18 numeric
@attribute fBodyAcc-bandsEnergy()-I-1_16 numeric
@attribute fBodyAcc-bandsEnergy()-M-1_24 numeric
@attribute fBodyAccJerk-bandsEnergy()-A-1_8 numeric
@attribute fBodyAccJerk-bandsEnergy()-I-1_16 numeric
@attribute fBodyAccMag-std() numeric
@attribute fBodyAccMag-mad() numeric
@attribute fBodyAccMag-energy() numeric
@attribute angle(Y-gravityMean) numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.995969,-0.996265,-0.939465,-0.999975,0.090649,0.114772,-0.995028,-0.996387,-0.994992,-0.997567,-0.999974,-0.999983,-0.999976,-0.999977,-0.999993,-0.999963,-0.993135,-0.990716,-0.9999,0.02187,SITTING
-0.995885,-0.996451,-0.936664,-0.999974,0.090196,0.112651,-0.995996,-0.995718,-0.995286,-0.995751,-0.999974,-0.999977,-0.999972,-0.999974,-0.999993,-0.99996,-0.97516,-0.978348,-0.999517,0.022165,SITTING
-0.996454,-0.996615,-0.936664,-0.999979,0.088851,0.112339,-0.996175,-0.996501,-0.995631,-0.997716,-0.999978,-0.999979,-0.999978,-0.999979,-0.999994,-0.999981,-0.977693,-0.976048,-0.999547,0.023097,SITTING
-0.996272,-0.99612,-0.94207,-0.999977,0.088645,0.112339,-0.996264,-0.996171,-0.995585,-0.996214,-0.999977,-0.999991,-0.999981,-0.999978,-0.999996,-0.99997,-0.986429,-0.986487,-0.999782,0.023261,SITTING
-0.995297,-0.995449,-0.940125,-0.999969,0.088683,0.112783,-0.993676,-0.996116,-0.994425,-0.996596,-0.999969,-0.999989,-0.99998,-0.999973,-0.999994,-0.999966,-0.990606,-0.989596,-0.999862,0.023218,SITTING
-0.995586,-0.995938,-0.940125,-0.999972,0.088636,0.112783,-0.994368,-0.996161,-0.995087,-0.997453,-0.999971,-0.999982,-0.999979,-0.999974,-0.999989,-0.999974,-0.990601,-0.991121,-0.999868,0.023231,SITTING
-0.995414,-0.995872,-0.941164,-0.99997,0.088303,0.112422,-0.994242,-0.995952,-0.993882,-0.997351,-0.99997,-0.999983,-0.999972,-0.999971,-0.999991,-0.999956,-0.988716,-0.987138,-0.999821,0.023476,SITTING
-0.995112,-0.99536,-0.942028,-0.999965,0.088015,0.112422,-0.994202,-0.995486,-0.994438,-0.996596,-0.999967,-0.999976,-0.999969,-0.999969,-0.999991,-0.999964,-0.985859,-0.984701,-0.99975,0.023677,SITTING
-0.884718,-0.883859,-0.776879,-0.985288,0.540251,0.54231,-0.930174,-0.870547,-0.911314,-0.861049,-0.992883,-0.990301,-0.992154,-0.992686,-0.999477,-0.999642,-0.804503,-0.869577,-0.980868,-0.30659,LAYING
-0.957004,-0.962628,-0.884931,-0.998882,0.525922,0.54231,-0.959182,-0.955943,-0.959964,-0.954471,-0.998893,-0.99868,-0.998834,-0.998885,-0.999959,-0.999883,-0.965846,-0.96219,-0.998963,-0.303111,LAYING
-0.976345,-0.976054,-0.927294,-0.9996,0.52612,0.543672,-0.980784,-0.974467,-0.979588,-0.973042,-0.999619,-0.999563,-0.999593,-0.999618,-0.999991,-0.999909,-0.985998,-0.984421,-0.999771,-0.301104,LAYING
-0.987387,-0.988006,-0.927294,-0.99985,0.52612,0.54461,-0.990544,-0.985974,-0.989628,-0.984217,-0.999866,-0.999859,-0.999859,-0.999867,-0.999989,-0.999943,-0.991605,-0.991071,-0.999882,-0.300791,LAYING
-0.990242,-0.991072,-0.93567,-0.999909,0.526314,0.544881,-0.992962,-0.988988,-0.991876,-0.988724,-0.99991,-0.999922,-0.999903,-0.99991,-0.999996,-0.999931,-0.994965,-0.993651,-0.999921,-0.301072,LAYING
-0.988045,-0.988189,-0.93567,-0.999874,0.5265,0.545131,-0.990822,-0.986768,-0.990312,-0.986255,-0.999877,-0.999885,-0.999872,-0.999878,-0.999967,-0.999931,-0.995344,-0.993971,-0.999923,-0.300971,LAYING
-0.984544,-0.98559,-0.938694,-0.999751,0.526002,0.543334,-0.985192,-0.984098,-0.985425,-0.985771,-0.999814,-0.999828,-0.999807,-0.999814,-0.999849,-0.99986,-0.985865,-0.983227,-0.999766,-0.300662,LAYING
-0.982159,-0.983924,-0.93091,-0.999751,0.524771,0.543253,-0.984355,-0.981094,-0.982235,-0.981714,-0.999764,-0.999788,-0.999761,-0.999766,-0.999929,-0.999857,-0.986809,-0.983325,-0.999754,-0.299881,LAYING
-0.986998,-0.987891,-0.93091,-0.99986,0.524635,0.543253,-0.986359,-0.987131,-0.987683,-0.988775,-0.999859,-0.999912,-0.999871,-0.999867,-0.999956,-0.999895,-0.99535,-0.992775,-0.999921,-0.299815,LAYING
-0.986808,-0.987888,-0.931265,-0.999857,0.524907,0.543756,-0.987375,-0.986398,-0.987518,-0.988559,-0.999856,-0.999917,-0.999854,-0.999861,-0.999959,-0.999854,-0.994504,-0.993474,-0.999917,-0.299813,LAYING
-0.987267,-0.988864,-0.931847,-0.999863,0.524958,0.543756,-0.987949,-0.986809,-0.987148,-0.987664,-0.999864,-0.999901,-0.999865,-0.999867,-0.999977,-0.999888,-0.994815,-0.993307,-0.999919,-0.299639,LAYING
-0.987648,-0.988865,-0.931599,-0.999869,0.524753,0.543494,-0.989002,-0.986911,-0.988434,-0.988075,-0.99987,-0.999904,-0.999866,-0.999872,-0.999985,-0.999888,-0.993858,-0.993808,-0.999905,-0.299556,LAYING
-0.988554,-0.989364,-0.931599,-0.99988,0.524314,0.542749,-0.98997,-0.987792,-0.988088,-0.989996,-0.999885,-0.999922,-0.999876,-0.999884,-0.999978,-0.999889,-0.993794,-0.993714,-0.999925,-0.299334,LAYING
-0.988101,-0.988512,-0.933673,-0.999879,0.524091,0.542591,-0.990117,-0.987104,-0.989341,-0.987299,-0.999878,-0.999899,-0.999869,-0.999877,-0.999976,-0.9999,-0.993817,-0.992661,-0.999928,-0.299193,LAYING
-0.988186,-0.988547,-0.933673,-0.99988,0.52451,0.542591,-0.990585,-0.987046,-0.989377,-0.988676,-0.999879,-0.99991,-0.99987,-0.999878,-0.999989,-0.999895,-0.994666,-0.994176,-0.999933,-0.29935,LAYING
-0.986881,-0.988421,-0.925618,-0.999858,0.524424,0.542524,-0.989199,-0.98577,-0.987661,-0.987885,-0.999857,-0.999903,-0.999849,-0.999857,-0.999976,-0.99987,-0.991968,-0.991402,-0.999878,-0.29924,LAYING
-0.982073,-0.983959,-0.925618,-0.999762,0.524464,0.542524,-0.981958,-0.981953,-0.982345,-0.984074,-0.999762,-0.999823,-0.999761,-0.999769,-0.999915,-0.999771,-0.989731,-0.986466,-0.99978,-0.299443,LAYING
-0.980311,-0.981377,-0.927284,-0.999721,0.524486,0.54257,-0.981951,-0.979461,-0.979783,-0.980216,-0.999721,-0.999759,-0.999714,-0.999724,-0.999914,-0.999786,-0.991513,-0.989005,-0.999825,-0.299724,LAYING
-0.979072,-0.981218,-0.926166,-0.999689,0.52484,0.54257,-0.979125,-0.978876,-0.980698,-0.980656,-0.999691,-0.999802,-0.99972,-0.999707,-0.99998,-0.999807,-0.984656,-0.982058,-0.999642,-0.30038,LAYING
-0.981753,-0.983484,-0.926166,-0.999636,0.525345,0.543491,-0.976982,-0.983997,-0.978819,-0.988836,-0.999755,-0.9999,-0.999836,-0.999801,-0.999918,-0.999793,-0.985766,-0.982094,-0.999592,-0.30081,LAYING
-0.980287,-0.980703,-0.931582,-0.999717,0.524208,0.542286,-0.9798,-0.980328,-0.980832,-0.979018,-0.999721,-0.999765,-0.999749,-0.999748,-0.999971,-0.999862,-0.989345,-0.987638,-0.999777,-0.29943,LAYING
-0.986908,-0.987559,-0.931582,-0.999847,0.523716,0.542286,-0.98651,-0.986928,-0.985358,-0.988844,-0.999858,-0.999911,-0.999863,-0.999864,-0.999971,-0.999858,-0.992977,-0.990918,-0.999872,-0.298756,LAYING
-0.979059,-0.981692,-0.918578,-0.999656,0.523917,0.542208,-0.973719,-0.981557,-0.975259,-0.988319,-0.999691,-0.999817,-0.999709,-0.999707,-0.9999,-0.999586,-0.981833,-0.979911,-0.999532,-0.299014,LAYING
-0.83791,-0.85726,-0.685152,-0.985765,0.609925,0.621524,-0.866347,-0.827654,-0.842095,-0.839403,-0.986217,-0.982127,-0.985005,-0.985823,-0.999375,-0.999165,-0.840016,-0.811177,-0.983333,-0.369768,LAYING
-0.954864,-0.953163,-0.94414,-0.996291,0.602844,0.616065,-0.959336,-0.952942,-0.964278,-0.948814,-0.99879,-0.998502,-0.998719,-0.998791,-0.999954,-0.999896,-0.927118,-0.945054,-0.996656,-0.366088,LAYING
-0.982597,-0.983601,-0.93534,-0.999661,0.59866,0.612882,-0.978448,-0.984499,-0.981467,-0.986968,-0.999774,-0.999784,-0.999793,-0.999785,-0.99995,-0.999919,-0.980251,-0.980253,-0.999609,-0.360219,LAYING
-0.978656,-0.97987,-0.914775,-0.999612,0.59614,0.612882,-0.983876,-0.976527,-0.982543,-0.974422,-0.99968,-0.999614,-0.999667,-0.999681,-0.999955,-0.999933,-0.977639,-0.981098,-0.999553,-0.358363,LAYING
-0.968098,-0.968311,-0.914775,-0.999354,0.59837,0.612891,-0.97719,-0.964707,-0.976599,-0.960291,-0.999355,-0.999188,-0.999307,-0.999344,-0.99997,-0.999905,-0.981997,-0.981513,-0.999671,-0.360052,LAYING
-0.974195,-0.976695,-0.917636,-0.999507,0.599037,0.615281,-0.981528,-0.971381,-0.978894,-0.968824,-0.999556,-0.999479,-0.999525,-0.999548,-0.99996,-0.99988,-0.984759,-0.98325,-0.999723,-0.360594,LAYING
-0.978418,-0.980538,-0.917636,-0.999673,0.597437,0.614395,-0.981599,-0.976986,-0.98017,-0.976988,-0.999674,-0.999661,-0.999662,-0.999673,-0.999921,-0.999878,-0.986699,-0.984826,-0.99977,-0.359556,LAYING
-0.979571,-0.980559,-0.92422,-0.999704,0.59645,0.613662,-0.98421,-0.977637,-0.980629,-0.976816,-0.999703,-0.999658,-0.999684,-0.9997,-0.999864,-0.999867,-0.988791,-0.985376,-0.999792,-0.358691,LAYING
-0.981607,-0.982654,-0.92422,-0.99975,0.596512,0.613662,-0.985422,-0.979956,-0.98214,-0.980143,-0.999752,-0.999714,-0.999733,-0.999747,-0.999862,-0.999863,-0.989473,-0.986061,-0.999797,-0.358752,LAYING
-0.9869,-0.987456,-0.932266,-0.999853,0.596725,0.613564,-0.988337,-0.98613,-0.986784,-0.986435,-0.999858,-0.999847,-0.999852,-0.999858,-0.999909,-0.999893,-0.994439,-0.993404,-0.999924,-0.358785,LAYING
-0.985717,-0.986178,-0.932266,-0.999826,0.596368,0.613564,-0.989476,-0.984095,-0.988005,-0.9827,-0.999836,-0.999802,-0.99983,-0.999837,-0.999914,-0.999929,-0.993449,-0.992375,-0.999917,-0.358184,LAYING
-0.979565,-0.980538,-0.923372,-0.999705,0.596081,0.613007,-0.984755,-0.977449,-0.985191,-0.974333,-0.999703,-0.999625,-0.999685,-0.999701,-0.999929,-0.999925,-0.987641,-0.989279,-0.999835,-0.358075,LAYING
-0.978776,-0.979157,-0.923372,-0.999685,0.595558,0.613007,-0.986097,-0.97601,-0.982267,-0.972509,-0.999684,-0.999602,-0.999656,-0.999675,-0.999943,-0.99991,-0.988016,-0.988207,-0.999826,-0.357813,LAYING
-0.980353,-0.981174,-0.928391,-0.999721,0.595348,0.61303,-0.98575,-0.978177,-0.983869,-0.975417,-0.999722,-0.999649,-0.999703,-0.999718,-0.999923,-0.999927,-0.985726,-0.984959,-0.999738,-0.357723,LAYING
-0.982814,-0.984605,-0.928391,-0.999779,0.595839,0.613076,-0.987006,-0.981039,-0.985353,-0.980321,-0.999778,-0.999718,-0.999764,-0.999777,-0.999945,-0.999945,-0.984192,-0.981498,-0.999703,-0.358421,LAYING
-0.374181,-0.415643,-0.156796,-0.802807,-0.211606,-0.219815,-0.35863,-0.380338,-0.26993,-0.496902,-0.80233,-0.826557,-0.793463,-0.799683,-0.881509,-0.802155,-0.519196,-0.365974,-0.81395,0.227907,WALKING
-0.350667,-0.397051,-0.137797,-0.787842,-0.222559,-0.203772,-0.271349,-0.384606,-0.262701,-0.591776,-0.787273,-0.828096,-0.790274,-0.789644,-0.864385,-0.775657,-0.532513,-0.42276,-0.823086,0.235446,WALKING
-0.273491,-0.328305,0.143046,-0.73393,-0.223696,-0.203772,-0.25371,-0.28138,-0.158349,-0.497026,-0.734117,-0.774126,-0.723925,-0.730056,-0.822231,-0.686052,-0.489821,-0.320708,-0.772396,0.236442,WALKING
-0.235363,-0.308212,0.143046,-0.705858,-0.216664,-0.192659,-0.151379,-0.27106,-0.073499,-0.552969,-0.705644,-0.777513,-0.698343,-0.702738,-0.823656,-0.63192,-0.44089,-0.252311,-0.734339,0.23185,WALKING
-0.293078,-0.362365,0.133202,-0.748308,-0.217398,-0.19407,-0.220468,-0.32378,-0.123133,-0.632506,-0.748174,-0.81693,-0.747609,-0.744753,-0.856651,-0.712965,-0.472662,-0.304228,-0.775284,0.232728,WALKING
-0.342662,-0.408872,0.123557,-0.780382,-0.217948,-0.19407,-0.310969,-0.355519,-0.234172,-0.524878,-0.782064,-0.818598,-0.777012,-0.778377,-0.869255,-0.747578,-0.576283,-0.434694,-0.824355,0.233339,WALKING
-0.340323,-0.401335,0.123557,-0.78107,-0.216381,-0.18954,-0.392251,-0.320832,-0.317365,-0.403908,-0.780519,-0.814415,-0.770685,-0.776617,-0.863034,-0.740435,-0.569153,-0.416045,-0.824925,0.23233,WALKING
-0.360228,-0.422147,0.118974,-0.792835,-0.21697,-0.190884,-0.305615,-0.38301,-0.293355,-0.529039,-0.793477,-0.829442,-0.79212,-0.793555,-0.873171,-0.744786,-0.568332,-0.408251,-0.820752,0.23282,WALKING
-0.371526,-0.419607,0.118974,-0.801116,-0.219735,-0.195874,-0.297574,-0.403121,-0.281144,-0.589324,-0.800659,-0.843805,-0.800423,-0.801139,-0.88168,-0.760786,-0.588799,-0.45558,-0.830315,0.234502,WALKING
-0.367132,-0.414241,-0.108277,-0.798391,-0.22141,-0.195874,-0.257701,-0.415695,-0.291448,-0.632395,-0.797836,-0.846583,-0.800091,-0.80032,-0.875668,-0.775966,-0.55322,-0.416872,-0.82632,0.234972,WALKING
-0.336858,-0.391898,-0.109108,-0.778468,-0.217221,-0.193306,-0.329868,-0.339558,-0.21132,-0.578983,-0.778223,-0.804697,-0.770408,-0.773443,-0.829574,-0.7526,-0.481854,-0.400134,-0.791786,0.231387,WALKING
-0.352186,-0.400114,-0.113703,-0.788777,-0.216815,-0.192419,-0.266694,-0.38901,-0.295556,-0.564567,-0.78825,-0.827186,-0.790216,-0.789172,-0.855341,-0.775193,-0.510045,-0.419318,-0.803939,0.231252,WALKING
-0.383375,-0.430944,0.007729,-0.808011,-0.218342,-0.192419,-0.324337,-0.408184,-0.290094,-0.560074,-0.808051,-0.832393,-0.804041,-0.806266,-0.885796,-0.80311,-0.579411,-0.4337,-0.83845,0.232712,WALKING
-0.389365,-0.444888,0.007729,-0.812199,-0.216571,-0.19205,-0.350765,-0.405184,-0.325541,-0.544869,-0.811737,-0.84847,-0.807782,-0.810101,-0.889033,-0.791279,-0.580688,-0.431484,-0.838916,0.231449,WALKING
-0.357139,-0.406991,-0.071272,-0.7919,-0.207069,-0.201187,-0.298649,-0.381653,-0.255533,-0.555496,-0.791496,-0.844215,-0.789979,-0.791046,-0.895469,-0.766496,-0.526019,-0.435257,-0.805098,0.224964,WALKING
-0.373686,-0.42191,-0.054388,-0.802298,-0.220242,-0.201187,-0.319027,-0.396524,-0.26915,-0.636228,-0.80202,-0.836549,-0.798955,-0.80021,-0.874874,-0.783395,-0.605287,-0.484153,-0.849082,0.234226,WALKING
-0.400215,-0.467542,-0.022622,-0.81666,-0.217262,-0.20056,-0.352974,-0.41982,-0.286966,-0.632656,-0.818325,-0.849152,-0.815566,-0.816552,-0.879813,-0.787508,-0.5619,-0.435829,-0.828214,0.232351,WALKING
-0.336684,-0.409944,0.030036,-0.778531,-0.214951,-0.190579,-0.302319,-0.350664,-0.22775,-0.593314,-0.778107,-0.812331,-0.771131,-0.775383,-0.819674,-0.731004,-0.504864,-0.363817,-0.790642,0.231522,WALKING
-0.315933,-0.366839,0.030036,-0.763545,-0.217042,-0.19275,-0.292975,-0.325127,-0.200144,-0.557334,-0.764098,-0.810439,-0.759168,-0.760543,-0.858612,-0.741289,-0.525002,-0.36773,-0.818035,0.23341,WALKING
-0.387087,-0.427458,-0.061248,-0.810418,-0.213368,-0.19275,-0.355995,-0.399708,-0.259836,-0.586727,-0.810344,-0.840887,-0.803507,-0.807036,-0.888614,-0.783405,-0.606398,-0.465298,-0.860599,0.230185,WALKING
-0.395033,-0.441121,-0.04695,-0.815656,-0.210608,-0.184191,-0.396233,-0.39446,-0.331334,-0.520737,-0.815192,-0.845451,-0.80554,-0.812477,-0.887006,-0.791091,-0.569463,-0.440562,-0.846228,0.227516,WALKING
-0.398557,-0.44946,0.022719,-0.81724,-0.211695,-0.186162,-0.343373,-0.421677,-0.272102,-0.589149,-0.817324,-0.843552,-0.815751,-0.816173,-0.891602,-0.797159,-0.605582,-0.426366,-0.842306,0.228016,WALKING
-0.387963,-0.425085,0.022719,-0.811194,-0.212674,-0.186162,-0.345108,-0.405619,-0.29668,-0.559683,-0.810877,-0.83442,-0.809043,-0.809005,-0.878971,-0.798951,-0.633006,-0.482615,-0.85696,0.229211,WALKING
-0.385859,-0.437821,-0.014283,-0.809696,-0.215687,-0.19183,-0.383944,-0.386517,-0.280714,-0.615155,-0.809585,-0.82346,-0.803937,-0.808346,-0.859882,-0.809352,-0.615828,-0.457954,-0.849137,0.23119,WALKING
-0.334,-0.412419,-0.014283,-0.776489,-0.215561,-0.19183,-0.300662,-0.347532,-0.250177,-0.603949,-0.776314,-0.810652,-0.770022,-0.774109,-0.823227,-0.735656,-0.572291,-0.421675,-0.81912,0.231136,WALKING
-0.340803,-0.416185,-0.028164,-0.781391,-0.207061,-0.187084,-0.250339,-0.379954,-0.289394,-0.582494,-0.780808,-0.819518,-0.782793,-0.780831,-0.842191,-0.769376,-0.554384,-0.40282,-0.816313,0.225984,WALKING
-0.40884,-0.467866,-0.028164,-0.822909,-0.203372,-0.183347,-0.33893,-0.438685,-0.300605,-0.608717,-0.823463,-0.857757,-0.825713,-0.823996,-0.899047,-0.798962,-0.60913,-0.448926,-0.825127,0.223582,WALKING
-0.413298,-0.472743,-0.047102,-0.826427,-0.213484,-0.198054,-0.346667,-0.441666,-0.343498,-0.59662,-0.826106,-0.878669,-0.828972,-0.825888,-0.909392,-0.793564,-0.567023,-0.418342,-0.814522,0.230211,WALKING
-0.447012,-0.508697,-0.047102,-0.845391,-0.222701,-0.19813,-0.402816,-0.465362,-0.337339,-0.665035,-0.845383,-0.902255,-0.846321,-0.843205,-0.921028,-0.790901,-0.570194,-0.402525,-0.821856,0.23597,WALKING
0.033858,-0.081313,0.584307,-0.464601,-0.205064,-0.251321,0.067056,0.020508,0.132918,-0.048631,-0.463449,-0.478199,-0.459476,-0.456416,-0.543642,-0.56004,-0.052678,0.237367,-0.336952,0.225873,WALKING_DOWNSTAIRS
0.063665,-0.002403,0.468865,-0.430601,-0.18014,-0.164238,0.030439,0.076486,0.179393,-0.10529,-0.432214,-0.442815,-0.399192,-0.42222,-0.666619,-0.590402,-0.111975,0.142636,-0.376975,0.207712,WALKING_DOWNSTAIRS
0.032051,-0.034004,0.473836,-0.463878,-0.168499,-0.151994,0.013919,0.039142,0.1025,0.008109,-0.465316,-0.453443,-0.430948,-0.458211,-0.65174,-0.598578,-0.092118,0.225415,-0.360416,0.199528,WALKING_DOWNSTAIRS
0.068238,-0.058256,0.570725,-0.427364,-0.172542,-0.168159,0.071437,0.067017,0.130176,-0.048157,-0.427312,-0.467717,-0.407284,-0.421632,-0.595971,-0.520774,0.004253,0.184603,-0.279388,0.202594,WALKING_DOWNSTAIRS
0.066316,-0.038711,0.570725,-0.430828,-0.192023,-0.175533,0.005604,0.089319,0.257296,-0.083403,-0.429397,-0.419159,-0.406722,-0.417394,-0.596534,-0.576599,-0.013533,0.268808,-0.255582,0.216486,WALKING_DOWNSTAIRS
0.120345,0.00702,0.443876,-0.370243,-0.198816,-0.181856,0.134916,0.114544,0.311889,-0.053925,-0.37035,-0.300916,-0.359236,-0.356358,-0.480229,-0.574913,-0.04528,0.315635,-0.272449,0.220628,WALKING_DOWNSTAIRS
0.276765,0.202112,0.53551,-0.185124,-0.20341,-0.185805,0.080487,0.346298,0.174185,0.388177,-0.182993,-0.145123,-0.191063,-0.16925,-0.353965,-0.430599,-0.014329,0.132158,-0.275639,0.22378,WALKING_DOWNSTAIRS
0.248497,0.20462,0.53551,-0.216434,-0.196876,-0.185805,0.143537,0.287485,0.275554,0.262142,-0.218685,-0.173158,-0.187148,-0.204838,-0.377932,-0.372191,-0.08369,0.051312,-0.354669,0.21922,WALKING_DOWNSTAIRS
0.297774,0.260813,0.466347,-0.157881,-0.171766,-0.185794,0.12632,0.359381,0.356649,0.286059,-0.156018,-0.039566,-0.095749,-0.145983,-0.23473,-0.323538,-0.063181,0.13395,-0.361852,0.202744,WALKING_DOWNSTAIRS
0.170156,0.099792,0.466347,-0.312399,-0.17574,-0.16321,0.115739,0.1909,0.302301,-0.170224,-0.313346,-0.262804,-0.271544,-0.30238,-0.470565,-0.437686,-0.150079,0.000302,-0.483132,0.205047,WALKING_DOWNSTAIRS
0.086496,-0.011462,0.549657,-0.40916,-0.187832,-0.176093,0.230814,0.024214,0.152247,-0.074112,-0.407575,-0.442186,-0.402176,-0.411892,-0.480448,-0.44683,-0.085491,0.148119,-0.32805,0.212801,WALKING_DOWNSTAIRS
0.230715,0.148376,0.549657,-0.241364,-0.203264,-0.190468,0.234686,0.229113,0.425529,-0.113915,-0.240713,-0.300597,-0.21281,-0.224803,-0.550888,-0.367549,0.11266,0.411382,-0.072973,0.223625,WALKING_DOWNSTAIRS
0.080347,-0.049,0.483926,-0.41517,-0.201162,-0.190468,0.194316,0.032076,0.196174,-0.248368,-0.414278,-0.425959,-0.399886,-0.416509,-0.50101,-0.574401,0.082214,0.333658,-0.100782,0.222501,WALKING_DOWNSTAIRS
-0.045039,-0.170608,0.24485,-0.541518,-0.183101,-0.185559,0.113222,-0.11507,0.067275,-0.386347,-0.541888,-0.554298,-0.557298,-0.548873,-0.64528,-0.689917,-0.060456,0.129662,-0.322951,0.209295,WALKING_DOWNSTAIRS
0.190738,0.137442,0.560051,-0.289012,-0.18696,-0.16977,0.158557,0.203157,0.281646,-0.10195,-0.289072,-0.321673,-0.260818,-0.285713,-0.545713,-0.45347,-0.050838,0.159288,-0.295641,0.212503,WALKING_DOWNSTAIRS
0.181633,0.101492,0.560051,-0.301563,-0.18735,-0.16977,0.111153,0.20831,0.217326,0.107387,-0.299818,-0.289285,-0.269087,-0.290722,-0.491667,-0.481583,-0.073127,0.145201,-0.355768,0.21352,WALKING_DOWNSTAIRS
0.074473,-0.010195,0.49712,-0.420954,-0.196613,-0.199045,0.060071,0.080114,0.120019,-0.041669,-0.420653,-0.40927,-0.400278,-0.412366,-0.612895,-0.570667,-0.11017,0.040943,-0.40268,0.21984,WALKING_DOWNSTAIRS
0.125378,0.076071,0.49712,-0.364205,-0.174434,-0.159258,0.04869,0.154195,0.133845,0.084528,-0.364707,-0.305437,-0.339666,-0.358241,-0.519608,-0.557194,-0.125963,-0.007356,-0.390603,0.203386,WALKING_DOWNSTAIRS
0.075704,-0.00272,0.377067,-0.420707,-0.163921,-0.148262,0.096659,0.067364,0.213604,-0.080527,-0.419319,-0.441389,-0.386055,-0.410776,-0.578791,-0.50855,-0.084271,0.17076,-0.368081,0.195635,WALKING_DOWNSTAIRS
0.1183,-0.012463,0.377067,-0.371466,-0.163014,-0.161641,0.080343,0.132902,0.21918,-0.12125,-0.37264,-0.356925,-0.333909,-0.362617,-0.598477,-0.483673,-0.027235,0.150082,-0.29788,0.195124,WALKING_DOWNSTAIRS
-0.109575,-0.142173,0.195791,-0.602481,-0.179373,-0.156571,-0.149491,-0.094261,-0.070592,-0.179178,-0.601462,-0.542669,-0.581498,-0.594669,-0.696243,-0.746604,-0.372727,-0.173811,-0.688295,0.206788,WALKING_DOWNSTAIRS
0.048476,0.027603,0.458995,-0.443856,-0.181647,-0.157081,-0.109432,0.104566,-0.023921,0.112057,-0.448252,-0.34729,-0.411948,-0.438831,-0.517814,-0.650734,-0.187268,-0.065625,-0.549883,0.20823,WALKING_DOWNSTAIRS
-0.249868,-0.311827,-0.037295,-0.713149,-0.244417,-0.232724,-0.379288,-0.204475,-0.303018,-0.176434,-0.716646,-0.692133,-0.705459,-0.71033,-0.847066,-0.804858,-0.461796,-0.349792,-0.777904,0.249644,WALKING_UPSTAIRS
-0.278258,-0.31061,-0.183947,-0.738238,-0.256222,-0.234205,-0.447719,-0.221341,-0.348147,-0.176581,-0.737572,-0.679375,-0.719053,-0.730608,-0.837479,-0.86273,-0.475976,-0.366821,-0.806992,0.259052,WALKING_UPSTAIRS
-0.319574,-0.359776,-0.183947,-0.766917,-0.257728,-0.244784,-0.446153,-0.275561,-0.372172,-0.2292,-0.766587,-0.723244,-0.751451,-0.761013,-0.845964,-0.854071,-0.507132,-0.470513,-0.83409,0.261428,WALKING_UPSTAIRS
-0.363146,-0.401947,-0.277299,-0.795763,-0.262698,-0.247191,-0.490601,-0.319242,-0.387431,-0.303127,-0.795349,-0.770017,-0.780367,-0.79032,-0.87242,-0.848296,-0.507831,-0.471966,-0.83905,0.265356,WALKING_UPSTAIRS
-0.340421,-0.37041,-0.031361,-0.780432,-0.259193,-0.247191,-0.45055,-0.301594,-0.408464,-0.286745,-0.780579,-0.742079,-0.763503,-0.776235,-0.84909,-0.84827,-0.429415,-0.392837,-0.778626,0.262862,WALKING_UPSTAIRS
-0.310263,-0.349863,-0.031361,-0.760799,-0.245375,-0.234387,-0.409135,-0.274848,-0.328672,-0.253845,-0.760199,-0.730975,-0.752702,-0.757371,-0.838209,-0.84845,-0.444784,-0.370653,-0.78609,0.252989,WALKING_UPSTAIRS
-0.305719,-0.330534,-0.175574,-0.75737,-0.245192,-0.223516,-0.411542,-0.268047,-0.39456,-0.229316,-0.757043,-0.715617,-0.745119,-0.752936,-0.824399,-0.849395,-0.524202,-0.467066,-0.82734,0.252465,WALKING_UPSTAIRS
-0.316577,-0.328678,-0.175574,-0.765133,-0.245067,-0.224817,-0.509953,-0.253761,-0.413243,-0.202768,-0.764542,-0.702758,-0.743412,-0.758501,-0.830284,-0.870218,-0.512294,-0.47943,-0.837912,0.252514,WALKING_UPSTAIRS
-0.308289,-0.361957,0.000423,-0.758919,-0.245878,-0.226379,-0.438565,-0.263056,-0.406345,-0.204286,-0.758823,-0.7163,-0.743053,-0.75541,-0.853086,-0.864482,-0.445733,-0.382632,-0.7916,0.253458,WALKING_UPSTAIRS
