@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-4,6-7,9-15,17-102,106-188,190-234,236-266,268-272,274-280,282-287,291-366,370-510,512-523,525-549,551-562'

@attribute tBodyAcc-std()-Y numeric
@attribute tBodyAcc-mad()-Y numeric
@attribute tBodyAcc-sma() numeric
@attribute tBodyAccJerk-entropy()-X numeric
@attribute tBodyAccJerk-entropy()-Y numeric
@attribute tBodyAccJerk-entropy()-Z numeric
@attribute tBodyGyroJerk-arCoeff()-X4 numeric
@attribute tBodyAccJerkMag-entropy() numeric
@attribute fBodyAcc-mean()-Y numeric
@attribute fBodyAcc-mad()-Y numeric
@attribute fBodyAcc-sma() numeric
@attribute fBodyAcc-entropy()-X numeric
@attribute fBodyAcc-entropy()-Y numeric
@attribute fBodyAcc-entropy()-Z numeric
@attribute fBodyAccJerk-entropy()-X numeric
@attribute fBodyAccJerk-entropy()-Y numeric
@attribute fBodyAccJerk-entropy()-Z numeric
@attribute fBodyAccMag-entropy() numeric
@attribute fBodyBodyAccJerkMag-entropy() numeric
@attribute fBodyBodyGyroJerkMag-entropy() numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
-0.989497,-0.988997,-0.992214,-0.828235,-0.882691,-0.748947,0.215054,-0.803653,-0.989656,-0.990938,-0.992699,-0.946357,-0.94487,-0.868799,-1,-1,-1,-1,-1,-1,STANDING
-0.982809,-0.982287,-0.993727,-0.850744,-0.806636,-0.783,0.173495,-0.88557,-0.987314,-0.987089,-0.995178,-1,-0.94487,-0.868799,-1,-1,-1,-1,-1,-1,STANDING
-0.975267,-0.973687,-0.989993,-0.839274,-0.77939,-0.761265,0.034214,-0.853191,-0.980894,-0.981068,-0.991121,-1,-0.889911,-0.868799,-1,-1,-1,-0.907014,-1,-1,STANDING
-0.968391,-0.967537,-0.986258,-0.807351,-0.773336,-0.722169,0.141892,-0.77087,-0.97875,-0.979584,-0.990409,-1,-0.94487,-0.903572,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.97559,-0.972713,-0.99009,-0.807351,-0.778175,-0.783,0.103312,-0.813087,-0.98415,-0.984074,-0.994102,-1,-0.889911,-0.94419,-1,-1,-1,-0.946182,-1,-1,STANDING
-0.576552,-0.605417,-0.836101,-0.63738,-0.756039,-0.698439,-0.074015,-0.613494,-0.682408,-0.688084,-0.856127,-0.472235,-0.125858,-0.700232,-1,-0.93912,-0.942216,-0.199681,-0.940965,-0.871306,SITTING
-0.90255,-0.891631,-0.955103,-0.776747,-0.706349,-0.767381,0.177698,-0.879878,-0.938285,-0.937106,-0.972808,-0.946357,-0.67894,-0.754967,-1,-1,-1,-0.624207,-1,-0.895847,SITTING
-0.983485,-0.981427,-0.987318,-0.76691,-0.80344,-0.790152,0.213496,-0.887655,-0.984144,-0.990292,-0.98916,-0.946357,-0.94487,-0.782779,-1,-1,-1,-0.907014,-1,-0.923452,SITTING
-0.989995,-0.988945,-0.992939,-0.862673,-0.763991,-0.733766,-0.057547,-0.829181,-0.987028,-0.989151,-0.992278,-0.946357,-1,-0.868799,-1,-1,-1,-1,-1,-0.923452,SITTING
-0.992111,-0.992516,-0.994681,-0.828235,-0.814214,-0.729473,-0.17533,-0.801886,-0.990238,-0.991278,-0.994192,-1,-1,-0.868799,-1,-1,-1,-1,-1,-0.955696,SITTING
-0.979337,-0.983371,-0.989767,-0.74384,-0.655351,-0.747042,0.165846,-0.689596,-0.977629,-0.979128,-0.988581,-0.946357,-0.812205,-0.888552,-1,-0.93912,-1,-0.873482,-0.940965,-0.895847,SITTING
-0.97407,-0.976325,-0.986009,-0.774319,-0.624148,-0.695985,0.186435,-0.721818,-0.973084,-0.972407,-0.985615,-0.946357,-0.741924,-0.784257,-1,-0.93912,-1,-0.946182,-1,-0.871306,SITTING
-0.98526,-0.986544,-0.991706,-0.888054,-0.858956,-0.685249,-0.045396,-0.808137,-0.985702,-0.983665,-0.991533,-0.946357,-0.904748,-0.760627,-1,-1,-1,-0.946182,-1,-0.955696,SITTING
-0.991115,-0.990734,-0.99385,-0.930676,-0.826456,-0.738847,0.24904,-0.842322,-0.989784,-0.990572,-0.99342,-1,-0.94487,-0.837884,-1,-1,-1,-1,-1,-1,SITTING
-0.988813,-0.987672,-0.993677,-0.888054,-0.77939,-0.813859,0.26551,-0.918195,-0.987255,-0.989031,-0.994592,-0.946357,-0.904748,-0.868799,-1,-1,-1,-1,-1,-1,SITTING
-0.990127,-0.987893,-0.99262,-0.828235,-0.773336,-0.739476,0.359765,-0.840174,-0.988671,-0.990799,-0.993108,-0.946357,-0.94487,-0.868799,-1,-1,-1,-1,-1,-0.955696,SITTING
-0.992846,-0.99215,-0.992507,-0.778718,-0.754968,-0.738556,0.108486,-0.832949,-0.991149,-0.99238,-0.992679,-0.946357,-1,-0.837884,-1,-1,-1,-1,-1,-0.955696,SITTING
-0.996142,-0.996083,-0.993892,-0.769828,-0.84773,-0.849318,0.212834,-0.912783,-0.994535,-0.995324,-0.995793,-1,-1,-0.868799,-1,-1,-1,-1,-1,-1,SITTING
-0.995977,-0.995747,-0.993867,-0.839274,-0.888096,-0.80378,0.289023,-0.900932,-0.99469,-0.995456,-0.996783,-0.946357,-1,-0.888552,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.993988,-0.994209,-0.994365,-0.850744,-0.80344,-0.78379,0.257161,-0.882533,-0.991053,-0.993805,-0.996067,-0.946357,-1,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.993153,-0.992638,-0.994342,-0.817601,-0.797235,-0.78523,0.100669,-0.858306,-0.991392,-0.992248,-0.995115,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.862196,-0.86793,-0.780408,-0.467465,-0.48046,-0.383313,0.218166,-0.507916,-0.907375,-0.909031,-0.844171,-0.381685,-0.564024,-0.132012,-0.867644,-0.823157,-0.864158,-0.1261,-0.940965,-0.734358,SITTING
-0.948127,-0.944071,-0.954195,-0.575399,-0.704832,-0.575129,0.173325,-0.672252,-0.964684,-0.960087,-0.969061,-0.854006,-0.732819,-0.610298,-0.943699,-1,-0.942216,-0.737572,-0.940965,-0.871306,SITTING
-0.984679,-0.985293,-0.987752,-0.636776,-0.770924,-0.667594,0.415416,-0.741146,-0.983824,-0.984211,-0.986292,-0.946357,-0.83986,-0.809888,-1,-1,-1,-0.907014,-1,-0.955696,SITTING
-0.993687,-0.993457,-0.994912,-0.695948,-0.83698,-0.795267,0.454253,-0.796122,-0.991221,-0.993123,-0.993587,-1,-1,-0.809888,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.99144,-0.991282,-0.994749,-0.763782,-0.80344,-0.804904,0.455577,-0.857587,-0.990391,-0.990396,-0.99389,-1,-1,-0.868799,-1,-1,-1,-1,-1,-1,SITTING
-0.990551,-0.989479,-0.987431,-0.850744,-0.783017,-0.699489,0.436101,-0.858935,-0.988072,-0.990578,-0.991309,-0.946357,-0.94487,-0.782779,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.992653,-0.992469,-0.990167,-0.862673,-0.814214,-0.790886,0.346951,-0.899037,-0.991316,-0.992074,-0.994399,-1,-1,-0.837884,-1,-1,-1,-0.946182,-1,-1,SITTING
-0.990199,-0.989224,-0.990446,-0.807351,-0.806636,-0.813859,0.30655,-0.926624,-0.989511,-0.990357,-0.993655,-0.946357,-0.94487,-0.848109,-1,-1,-1,-0.907014,-1,-1,SITTING
-0.992458,-0.991721,-0.990244,-0.761244,-0.806636,-0.739181,0.260783,-0.900165,-0.990605,-0.992081,-0.992017,-1,-1,-0.848109,-1,-1,-1,-0.873482,-1,-1,SITTING
-0.992715,-0.993412,-0.994486,-0.828235,-0.84773,-0.753597,0.383392,-0.819781,-0.992092,-0.993355,-0.994653,-1,-0.94487,-0.837884,-1,-1,-1,-1,-1,-1,SITTING
-0.989153,-0.989885,-0.994741,-0.915776,-0.773336,-0.833,0.27847,-0.841967,-0.989237,-0.990564,-0.995013,-1,-0.904748,-0.868799,-1,-1,-1,-1,-1,-1,SITTING
-0.992895,-0.992347,-0.995058,-0.828235,-0.80344,-0.869107,0.232165,-0.9306,-0.992313,-0.993258,-0.996771,-1,-0.94487,-0.868799,-1,-1,-1,-1,-1,-1,SITTING
-0.995788,-0.995373,-0.99421,-0.839274,-0.950942,-0.830646,0.384445,-0.887199,-0.99462,-0.995192,-0.996045,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,SITTING
-0.995902,-0.995542,-0.994516,-0.875096,-0.895253,-0.842677,0.499238,-0.888691,-0.99359,-0.995419,-0.995703,-1,-1,-0.888552,-1,-1,-1,-1,-1,-1,SITTING
-0.992582,-0.992393,-0.99523,-0.778718,-0.836903,-0.854116,0.431907,-0.95504,-0.991073,-0.992299,-0.99538,-1,-0.94487,-0.868799,-1,-1,-1,-1,-1,-1,SITTING
-0.993078,-0.992535,-0.994716,-0.769828,-0.858956,-0.825279,0.444385,-0.937257,-0.99232,-0.994291,-0.994947,-0.946357,-0.94487,-0.903572,-1,-1,-1,-1,-1,-1,SITTING
-0.992694,-0.992517,-0.991929,-0.862673,-0.836903,-0.83292,0.299012,-0.926624,-0.99283,-0.994176,-0.996209,-0.946357,-0.94487,-0.94419,-1,-1,-1,-0.946182,-1,-0.955696,SITTING
-0.982635,-0.988439,-0.988643,-0.74384,-0.726392,-0.794474,0.065495,-0.819268,-0.971436,-0.990714,-0.985286,-0.946357,-0.94487,-0.848109,-1,-1,-1,-0.873482,-1,-1,SITTING
0.672487,0.967664,0.169265,-0.240865,-0.284698,-0.235522,0.0687,-0.146776,-0.09485,0.013555,-0.580092,-0.310541,0.05983,-0.261317,-0.662426,-0.459997,-0.525034,0.020624,-0.548877,-0.431083,LAYING
-0.36207,-0.399136,0.588397,-0.036842,-0.016928,-0.603461,0.126467,-0.318266,-0.664235,-0.577823,-0.577831,-0.265052,-0.191705,-0.287454,-0.662426,-0.613317,-0.622848,-0.073162,-0.702131,-0.507376,LAYING
0.169816,0.299655,-0.19262,-0.36848,0.019929,-0.560683,0.070772,-0.411611,-0.215608,-0.217618,-0.663232,-0.390725,0.07592,-0.452502,-0.902724,-0.692824,-0.803164,0.029184,-0.940965,-0.582914,LAYING
-0.179662,-0.154121,-0.544514,-0.624856,-0.095269,-0.42489,-0.214501,-0.559621,-0.298162,-0.371077,-0.618736,-0.182846,0.111512,-0.070939,-1,-0.894813,-0.900162,-0.596431,-0.940965,-0.718599,LAYING
0.339719,0.516984,-0.076452,-0.234404,0.160091,-0.551975,-0.235705,-0.332788,0.016902,-0.025285,-0.552229,-0.289829,0.301512,-0.143862,-0.782358,-0.539955,-0.776626,0.224527,-0.828516,-0.46446,LAYING
-0.162329,-0.171596,0.598645,-0.20704,-0.105993,-0.602605,-0.231043,-0.339064,-0.665512,-0.488203,-0.628363,-0.159929,-0.415715,-0.185138,-0.782358,-0.534781,-0.776626,-0.298113,-0.798901,-0.497993,LAYING
0.493446,0.617615,0.287387,-0.349291,-0.627831,-0.2087,-0.076854,-0.321014,0.088752,0.071224,-0.563419,-0.430603,0.034605,-0.241604,-0.75852,-0.602641,-0.708445,0.221378,-0.828516,-0.540756,LAYING
-0.597639,-0.633086,-0.459556,-0.355067,-0.203658,-0.061274,0.521968,-0.141365,-0.667401,-0.669251,-0.738429,-0.282362,0.019712,-0.043446,-0.715926,-0.409689,-0.53114,-0.128311,-0.587532,-0.204448,LAYING
-0.835325,-0.863483,-0.653332,-0.400557,-0.18354,-0.347478,0.482399,-0.19216,-0.858729,-0.837541,-0.863363,-0.510472,-0.289234,-0.132753,-0.808214,-0.518512,-0.538008,-0.195924,-0.606585,-0.241984,LAYING
-0.889963,-0.875568,-0.570083,-0.520988,-0.510844,-0.471788,0.11872,-0.572273,-0.9196,-0.913015,-0.916955,-0.555507,-0.558696,-0.509761,-1,-0.894813,-0.864158,-0.535232,-1,-0.710829,LAYING
-0.900645,-0.899687,-0.421273,-0.6317,-0.398812,0.093821,-0.086802,-0.334813,-0.893668,-0.921292,-0.546661,-0.298644,-0.403078,0.274006,-0.867644,-0.738881,-0.719956,-0.181439,-0.839332,-0.49454,LAYING
-0.382221,-0.397408,0.132958,-0.34258,-0.378345,0.04537,-0.015978,-0.213962,-0.517332,-0.527024,-0.514534,-0.105283,-0.204625,0.092035,-0.696827,-0.618236,-0.567858,0.035835,-0.629803,-0.454864,LAYING
-0.057348,0.063835,0.610135,-0.046244,-0.078041,-0.450781,-0.09691,-0.105959,-0.484218,-0.400912,-0.579893,-0.048773,-0.051458,-0.090864,-0.595075,-0.368938,-0.538008,-0.035584,-0.519948,-0.399868,LAYING
-0.280877,-0.214131,0.074868,-0.110996,0.148737,-0.548038,-0.166784,-0.165005,-0.531064,-0.493644,-0.593455,-0.155279,-0.049871,-0.004012,-0.646947,-0.438974,-0.573447,0.027122,-0.625034,-0.451222,LAYING
-0.264133,-0.169329,-0.683939,-0.473425,-0.143286,-0.583852,-0.308092,-0.44209,-0.488788,-0.482308,-0.788995,-0.677286,-0.296139,-0.313689,-0.902724,-0.652923,-0.803164,-0.344495,-0.771789,-0.536263,LAYING
-0.519832,-0.496527,-0.823354,-0.586858,-0.279474,-0.583982,-0.0208,-0.635078,-0.560827,-0.620822,-0.847164,-0.76448,-0.195087,-0.754967,-0.943699,-1,-0.900162,-0.232634,-1,-0.849081,LAYING
-0.240727,-0.155563,-0.352816,-0.42312,-0.064113,-0.75931,0.054146,-0.455954,-0.435288,-0.437592,-0.690057,-0.345915,-0.150629,-0.053431,-0.943699,-0.692824,-0.900162,-0.085443,-0.828516,-0.631515,LAYING
-0.516201,-0.54243,0.094339,-0.215439,-0.269602,-0.516831,0.160199,-0.228003,-0.727627,-0.691357,-0.798561,-0.291374,-0.224159,-0.257929,-0.646947,-0.506019,-0.609072,-0.318332,-0.558501,-0.412009,LAYING
-0.878432,-0.880185,-0.684277,-0.137956,-0.262871,-0.604391,-0.103823,-0.292026,-0.88104,-0.883869,-0.748764,-0.237358,-0.367531,-0.110084,-0.73644,-0.602641,-0.803164,-0.28352,-0.689097,-0.496837,LAYING
-0.942558,-0.950116,-0.936896,-0.648813,-0.549897,-0.646753,0.006857,-0.567459,-0.950139,-0.940635,-0.953165,-0.71187,-0.629885,-0.754967,-1,-0.93912,-0.942216,-0.664163,-0.898,-0.576622,LAYING
-0.960978,-0.968509,-0.973643,-0.661651,-0.535123,-0.456104,0.358189,-0.441124,-0.956687,-0.956738,-0.964263,-0.729337,-0.654294,-0.622427,-1,-0.792618,-0.670573,-0.791957,-0.798901,-0.381061,LAYING
-0.955264,-0.956944,-0.968688,-0.669633,-0.446513,-0.499556,0.084316,-0.515342,-0.952066,-0.949935,-0.959995,-0.696642,-0.654294,-0.635732,-1,-0.85688,-0.803164,-0.791957,-0.828516,-0.476292,LAYING
-0.973758,-0.973069,-0.9776,-0.713384,-0.549941,-0.688795,0.174215,-0.735099,-0.968966,-0.973191,-0.979192,-0.854006,-0.741924,-0.809888,-1,-0.93912,-1,-0.907014,-1,-0.747421,LAYING
-0.967055,-0.969249,-0.978144,-0.633076,-0.506178,-0.670233,0.352883,-0.715099,-0.967224,-0.967369,-0.978281,-0.740023,-0.812205,-0.784257,-1,-0.93912,-1,-0.843671,-1,-0.733469,LAYING
-0.971644,-0.977461,-0.986303,-0.722552,-0.638709,-0.766839,0.552546,-0.766922,-0.974253,-0.972516,-0.984547,-0.873892,-0.763544,-0.809888,-1,-0.93912,-1,-0.873482,-0.940965,-0.895847,LAYING
-0.993574,-0.993001,-0.994185,-0.778718,-0.825386,-0.727225,0.199177,-0.819928,-0.991634,-0.993641,-0.994116,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.99284,-0.992689,-0.994894,-0.778718,-0.814214,-0.664127,0.001492,-0.790812,-0.989805,-0.992658,-0.993517,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.995058,-0.995046,-0.997356,-0.828235,-0.84773,-0.760353,0.055187,-0.86775,-0.992599,-0.995117,-0.996416,-1,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.994693,-0.994909,-0.996368,-0.875096,-0.888096,-0.768706,0.151846,-0.847109,-0.992031,-0.994836,-0.996784,-0.946357,-1,-0.903572,-1,-1,-1,-1,-1,-1,LAYING
-0.99536,-0.995618,-0.994836,-0.862673,-0.917015,-0.705659,0.372525,-0.750492,-0.993134,-0.994374,-0.99517,-0.946357,-1,-0.94419,-1,-1,-1,-1,-1,-1,LAYING
-0.996708,-0.996684,-0.995259,-0.888054,-0.882691,-0.743756,0.339314,-0.783035,-0.993963,-0.996315,-0.996323,-0.946357,-1,-0.903572,-1,-1,-1,-1,-1,-1,LAYING
-0.994811,-0.993971,-0.994465,-0.901594,-0.797235,-0.793959,0.227203,-0.873361,-0.993076,-0.994062,-0.995646,-0.907316,-1,-0.94419,-1,-1,-1,-0.946182,-1,-1,LAYING
-0.993027,-0.992328,-0.98952,-0.817601,-0.763991,-0.790152,0.303405,-0.854005,-0.991054,-0.992877,-0.992217,-0.946357,-1,-0.903572,-1,-1,-1,-0.907014,-1,-1,LAYING
-0.142797,-0.159071,-0.32509,0.51671,0.459178,0.539031,0.304288,0.595071,-0.168796,-0.131562,-0.301104,0.388419,0.255665,0.393751,0.253332,0.34995,0.2175,0.291934,0.049423,0.195506,WALKING
-0.144018,-0.143115,-0.353064,0.537146,0.441804,0.560579,0.155972,0.619391,-0.232969,-0.113036,-0.350644,0.33881,0.407299,0.359583,0.227372,0.360659,0.204595,0.240477,0.010097,0.198766,WALKING
-0.15549,-0.183427,-0.376062,0.471496,0.524964,0.458033,0.303011,0.600896,-0.253059,-0.131182,-0.369825,0.346955,0.411,0.240524,0.262205,0.418297,0.152546,0.223237,-0.103892,0.158719,WALKING
-0.130558,-0.149017,-0.365034,0.390208,0.504117,0.487717,0.330913,0.560429,-0.196876,-0.089758,-0.359181,0.390378,0.48939,0.320371,0.188377,0.396472,0.184259,0.340372,-0.045519,0.163399,WALKING
-0.14574,-0.136529,-0.352694,0.496156,0.482421,0.525226,0.136048,0.541039,-0.228697,-0.134725,-0.373257,0.37093,0.451683,0.41339,0.27628,0.416197,0.265728,0.220428,-0.02716,0.160273,WALKING
-0.195129,-0.207517,-0.374559,0.533688,0.590417,0.446841,0.296219,0.598592,-0.240289,-0.183682,-0.369571,0.312359,0.482379,0.384023,0.262469,0.414788,0.235352,0.133359,-0.057498,0.044726,WALKING
-0.171173,-0.184007,-0.385896,0.46178,0.627322,0.34275,0.28156,0.591682,-0.220917,-0.188597,-0.40566,0.376277,0.483192,0.263849,0.271868,0.489151,0.08861,0.166312,-0.030037,0.161851,WALKING
-0.209804,-0.220455,-0.425389,0.384456,0.541958,0.379699,0.213897,0.502739,-0.285674,-0.222238,-0.455646,0.209376,0.465276,0.228834,0.129507,0.376748,0.081426,0.157258,0.007325,0.080076,WALKING
-0.205015,-0.246231,-0.464281,0.371546,0.543788,0.394803,0.482072,0.53745,-0.307092,-0.147052,-0.464543,0.300874,0.280286,0.192807,0.238471,0.296194,0.015691,0.236493,-0.011971,0.060948,WALKING
-0.165949,-0.203746,-0.462264,0.368378,0.573556,0.290224,0.459306,0.556921,-0.268167,-0.162092,-0.463632,0.306157,0.41583,0.280124,0.215727,0.333199,0.102808,0.215375,-0.03057,0.089894,WALKING
-0.211489,-0.237289,-0.46287,0.353578,0.581871,0.267944,0.500545,0.52054,-0.295862,-0.18006,-0.477036,0.27145,0.406781,0.219583,0.101837,0.321325,0.065188,0.189717,-0.045504,0.095513,WALKING
-0.218109,-0.250433,-0.434498,0.419907,0.611919,0.371526,0.487894,0.489089,-0.34125,-0.230604,-0.447654,0.337088,0.318239,0.300352,0.233388,0.304955,0.156995,0.168588,-0.090905,0.074927,WALKING
-0.182689,-0.216463,-0.414575,0.468024,0.614962,0.395492,0.347191,0.53767,-0.341075,-0.220681,-0.47592,0.252731,0.28601,0.152021,0.192906,0.300971,0.123072,0.125146,-0.051683,0.060384,WALKING
-0.171798,-0.209997,-0.427919,0.438743,0.596911,0.228035,0.439459,0.533396,-0.256035,-0.112545,-0.434659,0.366454,0.4157,0.1979,0.237115,0.35783,0.038292,0.120504,0.031688,0.083676,WALKING
-0.169632,-0.216084,-0.425796,0.409637,0.554586,0.254897,0.40171,0.516239,-0.249395,-0.194027,-0.402032,0.195524,0.273378,0.255541,0.227953,0.345781,0.1253,0.166211,0.105789,0.126814,WALKING
-0.166103,-0.187936,-0.421215,0.39048,0.490535,0.227806,0.221409,0.548638,-0.210057,-0.10155,-0.380398,0.376286,0.45,0.299918,0.305646,0.405133,0.123536,0.221938,0.039346,0.099521,WALKING
-0.19485,-0.187765,-0.435164,0.39624,0.556049,0.164331,0.5245,0.521334,-0.188857,-0.25905,-0.391575,0.369929,0.395672,0.310228,0.22824,0.384728,0.062039,0.131044,0.019463,0.101044,WALKING
-0.226758,-0.211773,-0.45632,0.387977,0.542856,0.306279,0.492952,0.532359,-0.229131,-0.205284,-0.40955,0.337559,0.220462,0.182972,0.196927,0.338565,0.144475,0.136279,-0.081982,0.081108,WALKING
-0.363882,-0.382449,-0.487023,0.361775,0.521839,0.328889,0.413294,0.518406,-0.388843,-0.333337,-0.453606,0.310386,0.371779,0.339324,0.146407,0.278731,0.146721,0.153194,0.019111,0.132072,WALKING
-0.146221,-0.143221,-0.293204,0.419353,0.596647,0.451422,0.312789,0.583394,-0.202207,-0.183969,-0.30362,0.413365,0.32224,0.304636,0.322691,0.397209,0.183199,0.323368,0.122374,0.236983,WALKING
-0.079008,-0.08522,-0.342425,0.444519,0.531152,0.45415,0.166406,0.58636,-0.21384,-0.064426,-0.391706,0.301578,0.331957,0.279631,0.288653,0.428078,0.191938,0.264653,-0.076743,0.121664,WALKING
-0.104055,-0.112149,-0.357866,0.541933,0.687318,0.244863,0.089829,0.634903,-0.195437,-0.052459,-0.370551,0.383824,0.44696,0.279871,0.362592,0.445242,0.157193,0.251274,-0.155165,0.110793,WALKING
-0.101507,-0.119625,-0.356741,0.560741,0.677336,0.253181,0.502135,0.579612,-0.231795,-0.156718,-0.385693,0.422029,0.43134,0.286082,0.28051,0.408555,0.175405,0.189139,0.034444,0.152297,WALKING
-0.095123,-0.124814,-0.3723,0.59125,0.613607,0.299559,0.416987,0.588924,-0.206877,-0.119849,-0.422445,0.233545,0.457753,0.195694,0.223856,0.448944,0.131115,0.168882,0.052613,0.114413,WALKING
-0.15051,-0.165561,-0.367764,0.525326,0.542364,0.42116,0.237629,0.56426,-0.272091,-0.162365,-0.419889,0.238489,0.407759,0.340123,0.138675,0.393474,0.169106,0.196256,-0.059786,0.068244,WALKING
-0.171484,-0.182418,-0.35759,0.478116,0.545089,0.406382,0.097081,0.576302,-0.282433,-0.200815,-0.397881,0.321368,0.408749,0.349144,0.277663,0.387162,0.192149,0.232591,-0.044074,0.106456,WALKING
-0.136303,-0.145023,-0.360247,0.473475,0.623583,0.323243,0.561069,0.557694,-0.243054,-0.128974,-0.401206,0.338852,0.419305,0.347411,0.267363,0.356191,0.176194,0.26921,0.074249,0.12026,WALKING
-0.13967,-0.159257,-0.413301,0.468346,0.5714,0.359505,0.58416,0.541282,-0.226107,-0.207746,-0.436782,0.279861,0.334946,0.231671,0.184962,0.338538,0.064033,0.26207,0.102497,0.144149,WALKING
-0.16948,-0.21232,-0.431216,0.391361,0.54947,0.367131,0.325517,0.506615,-0.252531,-0.24926,-0.471813,0.206362,0.246169,0.168333,0.131188,0.313744,0.018802,0.090027,-0.04264,0.063585,WALKING
-0.196727,-0.222208,-0.395448,0.400296,0.574297,0.349077,0.167483,0.506011,-0.368299,-0.237129,-0.462023,0.317537,0.225909,0.217004,0.258226,0.257315,0.10775,0.189407,-0.091044,0.078136,WALKING
-0.191965,-0.207812,-0.401413,0.402731,0.535348,0.312443,0.301854,0.589276,-0.343555,-0.225981,-0.478591,0.29187,0.290173,0.095447,0.241803,0.296302,0.079052,0.139192,0.036864,0.155278,WALKING
-0.131268,-0.172615,-0.418178,0.352813,0.610533,0.315673,0.311739,0.568242,-0.220855,-0.188116,-0.450215,0.222835,0.41305,0.219737,0.222276,0.426303,0.123524,0.088005,-0.071014,0.045783,WALKING
-0.076626,-0.142798,-0.409122,0.334665,0.626821,0.372719,0.085366,0.564467,-0.176121,-0.154454,-0.402058,0.29876,0.52307,0.257309,0.243804,0.334665,0.185681,0.297877,-0.047415,0.147525,WALKING
-0.124805,-0.168265,-0.401073,0.334858,0.627234,0.402995,0.163531,0.573095,-0.201005,-0.237589,-0.433009,0.173084,0.321934,0.172117,0.1827,0.415701,0.114983,0.236024,-0.121948,0.123785,WALKING
-0.189251,-0.221705,-0.418505,0.374101,0.567403,0.409612,0.408733,0.547148,-0.276144,-0.157592,-0.445945,0.292711,0.436727,0.233911,0.198569,0.382418,0.105139,0.18367,-0.300391,0.174376,WALKING
-0.261892,-0.292755,-0.476219,0.494119,0.545089,0.33961,0.512696,0.533323,-0.295537,-0.216156,-0.429485,0.208343,0.396854,0.323554,0.225393,0.256236,0.063229,0.17475,-0.04723,0.175739,WALKING
-0.207417,-0.232737,-0.190757,0.579478,0.484777,0.378531,0.541159,0.625073,-0.237553,-0.156734,-0.264472,0.477387,0.416559,0.298932,0.355791,0.344227,0.140945,0.449277,0.222998,0.302027,WALKING_DOWNSTAIRS
-0.24658,-0.291027,-0.187858,0.660105,0.401896,0.386598,0.382349,0.607843,-0.219801,-0.237558,-0.239527,0.430028,0.317763,0.331917,0.247371,0.392788,0.187435,0.391199,0.240345,0.17066,WALKING_DOWNSTAIRS
-0.222435,-0.27533,-0.223856,0.618268,0.33839,0.43128,0.510712,0.611747,-0.151074,-0.327282,-0.210099,0.451991,0.418105,0.384851,0.464046,0.426042,0.173373,0.426524,0.234105,0.189582,WALKING_DOWNSTAIRS
-0.100989,-0.143089,-0.163996,0.546018,0.412555,0.476268,0.704942,0.616717,-0.238979,-0.104399,-0.194754,0.492055,0.399599,0.172965,0.482237,0.364712,0.229501,0.530439,0.269432,0.244538,WALKING_DOWNSTAIRS
-0.007416,-0.075595,-0.090646,0.54176,0.367368,0.443806,0.483429,0.639404,-0.098911,-0.035903,-0.152674,0.559521,0.342603,0.285234,0.358234,0.404738,0.24573,0.602918,0.255872,0.291672,WALKING_DOWNSTAIRS
-0.105301,-0.131248,-0.169137,0.614477,0.381831,0.367281,0.324807,0.621785,-0.180194,-0.046055,-0.206932,0.402049,0.44696,0.281296,0.300834,0.387268,0.17653,0.354892,0.172129,0.280171,WALKING_DOWNSTAIRS
-0.178214,-0.179347,-0.195561,0.607495,0.487461,0.302173,0.416992,0.605469,-0.244202,-0.145913,-0.275337,0.528523,0.430335,0.324124,0.412331,0.361523,0.11282,0.519347,0.113601,0.188765,WALKING_DOWNSTAIRS
-0.13503,-0.179768,-0.130179,0.493853,0.516405,0.249713,0.541365,0.660166,-0.129656,-0.100057,-0.194411,0.460974,0.4867,0.334294,0.270935,0.50511,-0.057606,0.556492,0.120669,0.245608,WALKING_DOWNSTAIRS
-0.110045,-0.105846,-0.131493,0.515317,0.512542,0.25328,0.373255,0.65872,-0.149658,-0.054325,-0.190356,0.390807,0.453396,0.046548,0.322743,0.521375,0.053166,0.462622,0.109625,0.216872,WALKING_DOWNSTAIRS
-0.285385,-0.304298,-0.274726,0.435061,0.440438,0.192938,0.374735,0.486986,-0.366181,-0.290757,-0.345844,0.332452,0.384189,0.118614,0.277388,0.236964,-0.114671,0.429425,0.003973,0.126484,WALKING_DOWNSTAIRS
