@relation 'activity_recognition_dataset_modifier-weka.filters.unsupervised.attribute.Remove-R1-40,43-50,52,54-56,58-102,104-234,236-366,369-558,560-562'

@attribute tGravityAcc-mean()-X numeric
@attribute tGravityAcc-mean()-Y numeric
@attribute tGravityAcc-max()-Y numeric
@attribute tGravityAcc-min()-X numeric
@attribute tGravityAcc-energy()-X numeric
@attribute tBodyAccJerk-entropy()-X numeric
@attribute tBodyAccJerkMag-entropy() numeric
@attribute fBodyAccJerk-entropy()-X numeric
@attribute fBodyAccJerk-entropy()-Y numeric
@attribute angle(X-gravityMean) numeric
@attribute activity {STANDING,SITTING,LAYING,WALKING,WALKING_DOWNSTAIRS,WALKING_UPSTAIRS}

@data
0.966221,-0.180587,-0.191966,0.983687,0.90693,-0.445432,-0.452811,-0.75852,-0.517194,-0.839611,STANDING
0.96415,-0.189859,-0.203635,0.983624,0.901451,-0.664456,-0.849047,-1,-0.93912,-0.829149,STANDING
0.852755,0.246168,0.254027,0.824205,0.620929,-0.463051,-0.63381,-0.943699,-0.894813,-0.597296,SITTING
0.807472,0.28165,0.254027,0.824205,0.509936,-0.649131,-0.819884,-1,-1,-0.525243,SITTING
0.808966,0.276889,0.246648,0.825769,0.513422,-0.684308,-0.745572,-1,-1,-0.531195,SITTING
0.809744,0.277105,0.243283,0.829531,0.515252,-0.808527,-0.814726,-1,-1,-0.529883,SITTING
0.807115,0.278043,0.243626,0.828944,0.509055,-0.828235,-0.898826,-1,-1,-0.526146,SITTING
0.806056,0.278444,0.243952,0.828944,0.506561,-0.797465,-0.850663,-1,-1,-0.525157,SITTING
0.805569,0.278909,0.245407,0.827588,0.505415,-0.739422,-0.83491,-1,-1,-0.523563,SITTING
0.804391,0.27991,0.245918,0.82688,0.502645,-0.785263,-0.834206,-1,-1,-0.521297,SITTING
0.807567,0.279022,0.245918,0.82688,0.510131,-0.899607,-0.818812,-1,-1,-0.526576,SITTING
0.812603,0.276952,0.244383,0.829907,0.522005,-0.862673,-0.859047,-1,-1,-0.533706,SITTING
0.813388,0.276694,0.242523,0.83558,0.52386,-0.875096,-0.939982,-1,-1,-0.534487,SITTING
0.812008,0.277324,0.243041,0.833288,0.520596,-0.839274,-0.925209,-1,-1,-0.532925,SITTING
0.809836,0.277976,0.244029,0.831283,0.515469,-0.748262,-0.870923,-1,-1,-0.530881,SITTING
0.808275,0.278882,0.244781,0.831283,0.511786,-0.739422,-0.793592,-1,-1,-0.527973,SITTING
0.809401,0.278449,0.244781,0.831326,0.514441,-0.817601,-0.788933,-1,-1,-0.528196,SITTING
0.810353,0.277433,0.244123,0.832547,0.516688,-0.757596,-0.775318,-1,-1,-0.53031,SITTING
0.962246,0.087986,0.069515,0.966288,0.89669,-0.54479,-0.580739,-0.867644,-0.85688,-0.883644,SITTING
0.962461,0.08338,0.065987,0.966513,0.897045,-0.839274,-0.865383,-1,-1,-0.890127,SITTING
0.967266,0.081995,0.056461,0.984399,0.909698,-0.787925,-0.851505,-1,-1,-0.893004,SITTING
0.965079,0.084619,0.056907,0.984083,0.903907,-0.778718,-0.835587,-1,-1,-0.88904,SITTING
0.96467,0.085902,0.058989,0.984083,0.902826,-0.700584,-0.796916,-1,-1,-0.887611,SITTING
0.964582,0.087213,0.059204,0.984126,0.902592,-0.624253,-0.666984,-0.943699,-1,-0.886043,SITTING
0.963569,0.088296,0.062193,0.981093,0.899915,-0.253615,-0.304766,-0.661295,-0.93912,-0.884547,SITTING
0.962092,0.091248,0.065112,0.980804,0.896016,-0.193297,-0.350195,-0.606633,-0.764658,-0.880288,SITTING
0.962462,0.092544,0.065112,0.980804,0.896993,-0.577524,-0.593849,-1,-0.894813,-0.87688,SITTING
0.963754,0.090649,0.063495,0.982634,0.900404,-0.778718,-0.910033,-1,-1,-0.878282,SITTING
0.963576,0.090196,0.062071,0.98273,0.899935,-0.807351,-0.898826,-1,-1,-0.879012,SITTING
0.964043,0.088851,0.062071,0.98273,0.901169,-0.828235,-0.872983,-1,-1,-0.880855,SITTING
0.964278,0.088645,0.060357,0.983917,0.90179,-0.76691,-0.921355,-1,-1,-0.87964,SITTING
0.963726,0.088683,0.060357,0.983012,0.900329,-0.691933,-0.913737,-1,-1,-0.878406,SITTING
0.963392,0.088636,0.060232,0.982927,0.899449,-0.72265,-0.861683,-1,-1,-0.878586,SITTING
0.963821,0.088303,0.060232,0.982927,0.900581,-0.797465,-0.872433,-1,-1,-0.879279,SITTING
0.963732,0.088015,0.05956,0.982233,0.900348,-0.807351,-0.847263,-1,-1,-0.878402,SITTING
-0.580028,0.540251,0.527718,-0.607928,-0.986512,-0.506583,-0.627055,-1,-0.93912,0.666283,LAYING
-0.51697,0.525922,0.491659,-0.527406,-0.997987,-0.679877,-0.818047,-1,-1,0.622622,LAYING
-0.515926,0.52612,0.485588,-0.472096,-0.998367,-0.696191,-0.830802,-1,-1,0.621735,LAYING
-0.520186,0.52612,0.485269,-0.472096,-0.998088,-0.761244,-0.864425,-1,-1,0.624736,LAYING
-0.517753,0.526314,0.485269,-0.468759,-0.998294,-0.787925,-0.824333,-1,-1,0.623018,LAYING
-0.518428,0.5265,0.485578,-0.467735,-0.998242,-0.730889,-0.820876,-1,-1,0.62348,LAYING
-0.520808,0.526002,0.485578,-0.476256,-0.998036,-0.654412,-0.798499,-1,-1,0.625175,LAYING
-0.526244,0.524771,0.48514,-0.477546,-0.997546,-0.573223,-0.780117,-1,-1,0.629051,LAYING
-0.528597,0.524635,0.483684,-0.477546,-0.997331,-0.592684,-0.865406,-1,-1,0.630725,LAYING
-0.528326,0.524907,0.48386,-0.477142,-0.997358,-0.621685,-0.862997,-0.943699,-1,0.630513,LAYING
-0.528436,0.524958,0.483889,-0.478329,-0.997346,-0.638035,-0.874075,-1,-1,0.630572,LAYING
-0.529328,0.524753,0.483889,-0.478831,-0.997257,-0.67695,-0.83734,-1,-1,0.631212,LAYING
-0.530615,0.524314,0.483193,-0.480768,-0.997127,-0.699608,-0.835586,-1,-1,0.632138,LAYING
-0.532109,0.524091,0.483673,-0.48165,-0.99697,-0.684402,-0.899422,-1,-1,0.633202,LAYING
-0.532305,0.52451,0.484021,-0.48165,-0.99695,-0.696191,-0.910033,-1,-1,0.633324,LAYING
-0.532274,0.524424,0.484021,-0.481456,-0.996954,-0.660364,-0.872983,-0.943699,-1,0.633298,LAYING
-0.532242,0.524464,0.484052,-0.481456,-0.996957,-0.544685,-0.730757,-0.943699,-1,0.633291,LAYING
-0.532923,0.524486,0.484052,-0.48311,-0.996882,-0.541925,-0.768424,-1,-1,0.633799,LAYING
-0.532145,0.52484,0.484651,-0.48311,-0.996962,-0.468292,-0.67591,-0.902724,-1,0.63328,LAYING
-0.53207,0.525345,0.484651,-0.485637,-0.996969,-0.39178,-0.530865,-0.836457,-1,0.633228,LAYING
-0.538519,0.524208,0.484079,-0.49067,-0.996243,-0.519205,-0.662533,-0.902724,-1,0.637766,LAYING
-0.540497,0.523716,0.483077,-0.49067,-0.996019,-0.629915,-0.785549,-1,-1,0.639142,LAYING
-0.53855,0.523917,0.483077,-0.488878,-0.996254,-0.497233,-0.610672,-0.943699,-0.93912,0.63777,LAYING
-0.494239,0.609925,0.597913,-0.5638,-0.997744,-0.522233,-0.424473,-0.75852,-0.692824,0.60628,LAYING
-0.5072,0.602844,0.561261,-0.498862,-0.997854,-0.560946,-0.828368,-1,-1,0.615544,LAYING
-0.546534,0.59866,0.56095,-0.502218,-0.995148,-0.646481,-0.732445,-1,-1,0.643267,LAYING
-0.553042,0.59614,0.555995,-0.502339,-0.994354,-0.691933,-0.740039,-1,-1,0.647907,LAYING
-0.547506,0.59837,0.557308,-0.502339,-0.995105,-0.690185,-0.85054,-1,-1,0.643963,LAYING
-0.549796,0.599037,0.557308,-0.505405,-0.994776,-0.632366,-0.79586,-1,-1,0.645581,LAYING
-0.555066,0.597437,0.555928,-0.505405,-0.994063,-0.612776,-0.817482,-1,-1,0.649348,LAYING
-0.555963,0.59645,0.554059,-0.506075,-0.99393,-0.619021,-0.7914,-1,-1,0.649982,LAYING
-0.555562,0.596512,0.554298,-0.506075,-0.993988,-0.632243,-0.82277,-1,-1,0.649699,LAYING
-0.555257,0.596725,0.554298,-0.505278,-0.994034,-0.664456,-0.795415,-1,-1,0.649466,LAYING
-0.55684,0.596368,0.554053,-0.505278,-0.993802,-0.691933,-0.798108,-1,-1,0.650556,LAYING
-0.559243,0.596081,0.553753,-0.510589,-0.993425,-0.685559,-0.89838,-1,-1,0.652272,LAYING
-0.559849,0.595558,0.553535,-0.510589,-0.993333,-0.722552,-0.868641,-1,-1,0.652723,LAYING
-0.559881,0.595348,0.55243,-0.510798,-0.993327,-0.769828,-0.815434,-1,-1,0.652756,LAYING
-0.560893,0.595839,0.553431,-0.510798,-0.993173,-0.684496,-0.818954,-1,-1,0.653505,LAYING
0.940151,-0.211606,-0.209278,0.939073,0.838635,0.623252,0.714628,0.516164,0.525712,-0.737806,WALKING
0.932065,-0.222559,-0.218155,0.945904,0.81762,0.640094,0.763877,0.546469,0.522018,-0.716721,WALKING
0.927023,-0.223696,-0.237748,0.943133,0.804594,0.758776,0.752856,0.604606,0.487243,-0.709439,WALKING
0.925136,-0.216664,-0.234253,0.939136,0.799739,0.653359,0.772589,0.55597,0.574318,-0.711406,WALKING
0.921017,-0.217398,-0.234253,0.936458,0.789173,0.509176,0.765712,0.666682,0.443229,-0.71048,WALKING
0.917923,-0.217948,-0.234229,0.936458,0.781236,0.576701,0.747137,0.538782,0.54705,-0.708564,WALKING
0.916512,-0.216381,-0.234229,0.93302,0.777633,0.614561,0.745375,0.487854,0.353814,-0.707084,WALKING
0.915278,-0.21697,-0.235106,0.93302,0.774478,0.537501,0.714276,0.517382,0.544751,-0.706042,WALKING
0.915947,-0.219735,-0.235106,0.933109,0.776189,0.600522,0.737326,0.598841,0.609733,-0.701911,WALKING
0.923724,-0.22141,-0.237804,0.933296,0.796169,0.722931,0.709488,0.447197,0.523829,-0.704096,WALKING
0.933281,-0.217221,-0.232682,0.94443,0.82075,0.693762,0.72436,0.514885,0.55431,-0.710114,WALKING
0.930883,-0.216815,-0.232682,0.94302,0.814568,0.544824,0.749089,0.516344,0.585731,-0.707881,WALKING
0.925837,-0.218342,-0.232512,0.942702,0.801549,0.708154,0.749251,0.553315,0.545536,-0.705747,WALKING
0.926464,-0.216571,-0.232512,0.942702,0.803158,0.722776,0.724523,0.492051,0.593371,-0.706244,WALKING
0.933191,-0.207069,-0.204071,0.921816,0.820662,0.660581,0.727593,0.617501,0.543837,-0.724603,WALKING
0.922819,-0.220242,-0.221395,0.934729,0.793865,0.645803,0.721992,0.539274,0.549143,-0.703399,WALKING
0.917012,-0.217262,-0.231857,0.927747,0.778917,0.688213,0.747606,0.508456,0.419888,-0.694105,WALKING
0.907015,-0.214951,-0.231857,0.912098,0.753574,0.693185,0.728407,0.559026,0.574438,-0.689054,WALKING
0.90174,-0.217042,-0.23035,0.912098,0.740125,0.648529,0.768803,0.49145,0.560813,-0.686823,WALKING
0.9142,-0.213368,-0.228839,0.919399,0.771778,0.691458,0.719318,0.47609,0.525214,-0.700231,WALKING
0.924108,-0.210608,-0.228839,0.936531,0.797116,0.654676,0.688733,0.445497,0.473087,-0.705067,WALKING
0.923742,-0.211695,-0.229204,0.929844,0.796178,0.637062,0.721315,0.43346,0.51581,-0.697956,WALKING
0.91626,-0.212674,-0.229204,0.928933,0.777012,0.593924,0.761483,0.519672,0.53787,-0.693134,WALKING
0.917137,-0.215687,-0.232474,0.928933,0.779251,0.668232,0.723547,0.451852,0.439773,-0.692696,WALKING
0.919779,-0.215561,-0.22739,0.933747,0.785994,0.655553,0.768847,0.465765,0.650451,-0.699666,WALKING
0.914169,-0.207061,-0.218201,0.927862,0.771666,0.592101,0.763598,0.555061,0.662691,-0.704578,WALKING
0.909468,-0.203372,-0.218201,0.926759,0.759677,0.733576,0.744671,0.459269,0.616594,-0.6974,WALKING
0.909284,-0.213484,-0.220629,0.926759,0.759207,0.678487,0.73006,0.529413,0.613985,-0.687455,WALKING
0.912887,-0.222701,-0.235592,0.929409,0.768394,0.571298,0.758737,0.380991,0.561634,-0.681428,WALKING
0.914466,-0.205064,-0.203451,0.907441,0.772633,0.588371,0.76367,0.770632,0.580503,-0.740385,WALKING_DOWNSTAIRS
0.931006,-0.18014,-0.189933,0.941932,0.814878,0.604431,0.756343,0.712237,0.560874,-0.76197,WALKING_DOWNSTAIRS
0.934596,-0.168499,-0.179931,0.949594,0.824148,0.575656,0.819615,0.587493,0.669975,-0.767922,WALKING_DOWNSTAIRS
0.926675,-0.172542,-0.179931,0.929437,0.803789,0.502998,0.825326,0.715557,0.650239,-0.754895,WALKING_DOWNSTAIRS
0.913329,-0.192023,-0.186192,0.923683,0.769556,0.566061,0.769479,0.706266,0.633234,-0.729386,WALKING_DOWNSTAIRS
0.916219,-0.198816,-0.208776,0.923683,0.776984,0.626866,0.790233,0.730412,0.708775,-0.719641,WALKING_DOWNSTAIRS
0.914263,-0.20341,-0.208776,0.917228,0.772032,0.690801,0.840369,0.598379,0.620834,-0.713535,WALKING_DOWNSTAIRS
0.919399,-0.196876,-0.202578,0.917228,0.785257,0.520215,0.857915,0.822697,0.626732,-0.726115,WALKING_DOWNSTAIRS
0.886515,-0.171766,-0.177245,0.888446,0.701969,0.54128,0.795555,0.78101,0.574712,-0.675913,WALKING_DOWNSTAIRS
0.891753,-0.17574,-0.177245,0.901598,0.714987,0.570655,0.769831,0.708719,0.526561,-0.674524,WALKING_DOWNSTAIRS
0.891493,-0.187832,-0.199963,0.901598,0.714342,0.609186,0.825046,0.799746,0.642238,-0.657377,WALKING_DOWNSTAIRS
0.881579,-0.203264,-0.202773,0.880227,0.68977,0.530921,0.79711,0.726921,0.699024,-0.639652,WALKING_DOWNSTAIRS
0.878857,-0.201162,-0.1842,0.880227,0.683022,0.596623,0.774801,0.712224,0.773094,-0.641386,WALKING_DOWNSTAIRS
0.897883,-0.183101,-0.1842,0.886251,0.730566,0.666437,0.727314,0.723742,0.767464,-0.665094,WALKING_DOWNSTAIRS
0.89148,-0.18696,-0.185554,0.89826,0.714428,0.524936,0.774983,0.796312,0.49793,-0.664955,WALKING_DOWNSTAIRS
0.879384,-0.18735,-0.200978,0.894005,0.684021,0.479241,0.798411,0.705399,0.426588,-0.657486,WALKING_DOWNSTAIRS
0.866873,-0.196613,-0.192179,0.850074,0.653696,0.596179,0.813915,0.722141,0.507999,-0.628487,WALKING_DOWNSTAIRS
0.893293,-0.174434,-0.192179,0.888249,0.7189,0.636613,0.780123,0.771325,0.501173,-0.657367,WALKING_DOWNSTAIRS
0.898102,-0.163921,-0.164226,0.908947,0.730925,0.618933,0.745492,0.701018,0.553495,-0.653175,WALKING_DOWNSTAIRS
0.88828,-0.163014,-0.164226,0.891535,0.706379,0.490963,0.816127,0.701304,0.647147,-0.63642,WALKING_DOWNSTAIRS
0.860143,-0.179373,-0.19089,0.856811,0.636885,0.645111,0.664901,0.576086,0.351322,-0.593285,WALKING_DOWNSTAIRS
0.875227,-0.181647,-0.200333,0.856811,0.674355,0.594758,0.734496,0.571494,0.530604,-0.618152,WALKING_DOWNSTAIRS
0.883721,-0.244417,-0.244644,0.867965,0.695403,0.577228,0.656092,0.45408,0.392369,-0.599548,WALKING_UPSTAIRS
0.852379,-0.256222,-0.267045,0.853854,0.617793,0.551277,0.593245,0.290822,0.427629,-0.563465,WALKING_UPSTAIRS
0.83176,-0.257728,-0.26627,0.83992,0.56768,0.625301,0.624993,0.342982,0.34836,-0.546802,WALKING_UPSTAIRS
0.815723,-0.262698,-0.26627,0.823037,0.529479,0.552989,0.637686,0.316336,0.400486,-0.526637,WALKING_UPSTAIRS
0.805302,-0.259193,-0.259778,0.820614,0.504804,0.57104,0.576654,0.188909,0.354711,-0.510415,WALKING_UPSTAIRS
0.807373,-0.245375,-0.253269,0.820614,0.509684,0.70642,0.593452,0.454694,0.101306,-0.511607,WALKING_UPSTAIRS
0.80969,-0.245192,-0.253269,0.828956,0.515128,0.674978,0.630133,0.371985,0.371204,-0.510279,WALKING_UPSTAIRS
0.809467,-0.245067,-0.252665,0.82728,0.514604,0.567646,0.587037,0.258282,0.275111,-0.511607,WALKING_UPSTAIRS
0.806254,-0.245878,-0.252665,0.81856,0.507052,0.504463,0.556479,0.349864,0.257408,-0.51133,WALKING_UPSTAIRS
0.833293,-0.279908,-0.265841,0.819764,0.571733,0.42784,0.584877,0.267003,0.452626,-0.526855,WALKING_UPSTAIRS
0.81028,-0.264602,-0.259058,0.816634,0.516807,0.589132,0.595267,0.26875,0.399613,-0.502841,WALKING_UPSTAIRS
0.799555,-0.252347,-0.259058,0.816634,0.491312,0.690846,0.61837,0.329573,0.429948,-0.497949,WALKING_UPSTAIRS
0.798355,-0.252502,-0.256549,0.804273,0.488533,0.609207,0.598085,0.390907,0.416021,-0.496101,WALKING_UPSTAIRS
0.784412,-0.251414,-0.256549,0.787017,0.456243,0.570218,0.596035,0.3936,0.343394,-0.47808,WALKING_UPSTAIRS
0.777581,-0.246285,-0.245952,0.787017,0.440399,0.585702,0.573856,0.37089,0.318099,-0.475093,WALKING_UPSTAIRS
0.790834,-0.241229,-0.245952,0.79072,0.471074,0.522307,0.558108,0.335202,0.477138,-0.486306,WALKING_UPSTAIRS
0.795056,-0.236068,-0.244101,0.806795,0.480821,0.564215,0.59636,0.274595,0.487017,-0.489555,WALKING_UPSTAIRS
0.787628,-0.225741,-0.235389,0.800552,0.46355,0.648158,0.581046,0.321555,0.355468,-0.492806,WALKING_UPSTAIRS
0.834127,-0.256781,-0.250804,0.805995,0.574091,0.593294,0.622878,0.468141,0.359971,-0.52063,WALKING_UPSTAIRS
0.795269,-0.242577,-0.246512,0.797686,0.481874,0.636303,0.617349,0.421646,0.25836,-0.47799,WALKING_UPSTAIRS
0.777107,-0.236203,-0.246512,0.797562,0.439229,0.58701,0.625697,0.335429,0.335917,-0.463688,WALKING_UPSTAIRS
0.77795,-0.236574,-0.245704,0.795906,0.441174,0.486689,0.677178,0.359143,0.341119,-0.465034,WALKING_UPSTAIRS
0.771068,-0.228613,-0.235562,0.783222,0.425442,0.498519,0.654447,0.423513,0.351619,-0.458393,WALKING_UPSTAIRS
0.755807,-0.222771,-0.225156,0.753981,0.390799,0.612901,0.664394,0.450179,0.441952,-0.446537,WALKING_UPSTAIRS
0.737654,-0.213526,-0.220101,0.745747,0.350106,0.66047,0.613517,0.4046,0.381239,-0.425025,WALKING_UPSTAIRS
0.74112,-0.211599,-0.220101,0.745747,0.357884,0.561264,0.592665,0.256804,0.298374,-0.42259,WALKING_UPSTAIRS
0.948893,-0.247752,-0.239142,0.956181,0.861394,-0.221421,-0.071049,-0.486109,-0.517194,-0.77375,STANDING
0.951811,-0.227536,-0.239142,0.966807,0.868994,-0.398572,-0.328341,-0.679026,-0.634972,-0.790047,STANDING
0.949707,-0.237302,-0.239145,0.966807,0.863475,-0.418701,-0.433894,-0.867644,-0.652923,-0.783656,STANDING
0.952287,-0.246198,-0.261546,0.968254,0.870229,-0.395262,-0.329723,-0.782358,-0.634972,-0.777426,STANDING
0.952274,-0.244043,-0.262593,0.970498,0.870192,-0.391927,-0.389232,-0.75852,-0.738881,-0.779376,STANDING
0.950322,-0.25042,-0.263134,0.969228,0.865079,-0.530267,-0.606584,-1,-0.894813,-0.772766,STANDING
0.951011,-0.251711,-0.256263,0.969228,0.866886,-0.663008,-0.810539,-1,-1,-0.771732,STANDING
0.95407,-0.238435,-0.250804,0.970872,0.874906,-0.666314,-0.8142,-1,-1,-0.784282,STANDING
0.954957,-0.232242,-0.250804,0.974511,0.877231,-0.549034,-0.54589,-0.902724,-0.823157,-0.789192,STANDING
0.955521,-0.23149,-0.243877,0.974511,0.878713,-0.390152,-0.363241,-0.75852,-0.655718,-0.789941,STANDING
0.957125,-0.226334,-0.243127,0.97517,0.882929,-0.481965,-0.473104,-0.902724,-0.792618,-0.795575,STANDING
0.956944,-0.227332,-0.243127,0.975188,0.882453,-0.641933,-0.609628,-1,-0.894813,-0.795008,STANDING
0.955208,-0.233486,-0.249543,0.973629,0.87789,-0.48379,-0.464647,-0.836457,-0.764658,-0.789198,STANDING
0.953476,-0.239082,-0.253583,0.972893,0.873345,-0.455651,-0.532357,-0.902724,-0.792618,-0.783638,STANDING
0.953194,-0.240662,-0.257233,0.972893,0.872605,-0.703994,-0.719489,-1,-0.93912,-0.78208,STANDING
0.954527,-0.237087,-0.254887,0.973035,0.876102,-0.576826,-0.487036,-0.943699,-0.792618,-0.785535,STANDING
0.955698,-0.233366,-0.252062,0.975242,0.879178,-0.28469,-0.325613,-0.696827,-0.588127,-0.789244,STANDING
0.956459,-0.231488,-0.251749,0.975661,0.881177,-0.319391,-0.388737,-0.715926,-0.562144,-0.791163,STANDING
0.956305,-0.23109,-0.251038,0.975732,0.880772,-0.626488,-0.691289,-1,-0.93912,-0.790514,STANDING
0.955301,-0.23424,-0.251038,0.974479,0.878134,-0.850744,-0.905227,-1,-1,-0.786955,STANDING
0.954383,-0.239465,-0.254688,0.973839,0.875725,-0.839274,-0.864425,-1,-1,-0.782744,STANDING
0.944068,-0.250637,-0.247528,0.91099,0.84917,-0.531585,-0.550463,-1,-0.823157,-0.769797,STANDING
0.954959,-0.238964,-0.247528,0.96878,0.877258,-0.636776,-0.698479,-1,-1,-0.780118,STANDING
0.94988,-0.248592,-0.261517,0.968767,0.863924,-0.650052,-0.755488,-1,-1,-0.767507,STANDING
0.949438,-0.251585,-0.270104,0.968767,0.862766,-0.730889,-0.792784,-1,-1,-0.764828,STANDING
0.948842,-0.255391,-0.270354,0.967311,0.861207,-0.753629,-0.753265,-1,-1,-0.761753,STANDING
0.946882,-0.261357,-0.277253,0.965919,0.856087,-0.708021,-0.723041,-1,-1,-0.756809,STANDING
0.946691,-0.262936,-0.278199,0.965919,0.855586,-0.699608,-0.639519,-1,-1,-0.756139,STANDING
0.948509,-0.258579,-0.276052,0.966457,0.860337,-0.606766,-0.61105,-1,-0.894813,-0.761073,STANDING
0.949249,-0.255416,-0.272319,0.969276,0.86227,-0.571396,-0.66086,-1,-0.93912,-0.762981,STANDING
0.948766,-0.254409,-0.268925,0.963662,0.861009,-0.242989,-0.19953,-0.553505,-0.450455,-0.762413,STANDING
0.945581,-0.261414,-0.268925,0.9609,0.852701,-0.155155,-0.072534,-0.515762,-0.351105,-0.758273,STANDING
0.950172,-0.24295,-0.222551,0.9609,0.864748,-0.284344,-0.123196,-0.715926,-0.316513,-0.776504,STANDING
0.956432,-0.223639,-0.222551,0.969239,0.881121,-0.260797,-0.044828,-0.681611,-0.194646,-0.794484,STANDING
0.953133,-0.238217,-0.228124,0.970724,0.872454,-0.303188,-0.116989,-0.679026,-0.246425,-0.78311,STANDING
0.95282,-0.24126,-0.25463,0.970724,0.871626,-0.32061,-0.259412,-0.808214,-0.425708,-0.781309,STANDING
0.956585,-0.229067,-0.232395,0.973326,0.881514,-0.225166,-0.255674,-0.662426,-0.506019,-0.793723,STANDING
0.955467,-0.231326,-0.232395,0.967401,0.87859,-0.21369,-0.204332,-0.619103,-0.389971,-0.791062,STANDING
0.951403,-0.246099,-0.235282,0.967401,0.867922,-0.274876,-0.193878,-0.715926,-0.444317,-0.775609,STANDING
0.954282,-0.234497,-0.207794,0.967405,0.875476,-0.145881,-0.006382,-0.584392,-0.209429,-0.787879,STANDING
0.964003,-0.180792,-0.150993,0.975263,0.901099,0.003446,0.107684,-0.365772,-0.057432,-0.842059,STANDING
0.960952,-0.175892,-0.150993,0.965128,0.893108,0.075904,0.226655,-0.144144,-0.008795,-0.844055,STANDING
0.951649,-0.22264,-0.171707,0.965128,0.868585,0.024972,0.08547,-0.198474,-0.150923,-0.79782,STANDING
0.850605,0.077714,0.09503,0.839783,0.613705,-0.287494,-0.308568,-0.646947,-0.602641,-0.604181,SITTING
0.824247,0.112958,0.097837,0.839637,0.549753,-0.678906,-0.816359,-1,-1,-0.544856,SITTING
0.820332,0.123189,0.097837,0.839637,0.540337,-0.707019,-0.852122,-1,-1,-0.539553,SITTING
0.81923,0.118492,0.092919,0.838251,0.53772,-0.730889,-0.812537,-1,-1,-0.539528,SITTING
0.815925,0.1178,0.088185,0.838241,0.52987,-0.74384,-0.796825,-1,-1,-0.532886,SITTING
0.818819,0.114254,0.088175,0.838241,0.536759,-0.686942,-0.808239,-1,-1,-0.537041,SITTING
0.83237,0.104521,0.085662,0.839508,0.569211,-0.725292,-0.829193,-1,-1,-0.558408,SITTING
0.841856,0.099276,0.073051,0.855927,0.591972,-0.730889,-0.790188,-1,-1,-0.573179,SITTING
0.84088,0.101547,0.073337,0.860937,0.589607,-0.669853,-0.759712,-1,-0.93912,-0.571236,SITTING
0.843727,0.102115,0.073337,0.860937,0.596502,-0.707019,-0.771028,-1,-1,-0.5749,SITTING
0.846962,0.102975,0.075325,0.86713,0.604335,-0.761244,-0.807162,-1,-1,-0.57957,SITTING
0.847246,0.105015,0.075968,0.868135,0.605024,-0.650109,-0.620523,-1,-0.85688,-0.5812,SITTING
0.851635,0.106434,0.077912,0.868135,0.615715,-0.529789,-0.554886,-1,-0.692824,-0.59011,SITTING
0.856327,0.109051,0.082605,0.874487,0.627151,-0.577542,-0.603045,-1,-0.823157,-0.598693,SITTING
0.855842,0.112235,0.08393,0.874964,0.625966,-0.589592,-0.47165,-0.867644,-0.764658,-0.597971,SITTING
0.853957,0.113891,0.084799,0.874888,0.621361,-0.378222,-0.335894,-0.646947,-0.764658,-0.594376,SITTING
0.85296,0.115783,0.087914,0.873331,0.61893,-0.251194,-0.346737,-0.595075,-0.764658,-0.591843,SITTING
0.85023,0.118917,0.093537,0.866962,0.612286,-0.024445,-0.155117,-0.45043,-0.539955,-0.586467,SITTING
0.846212,0.119842,0.094513,0.866017,0.602518,-0.00019,-0.112961,-0.377006,-0.539955,-0.58111,SITTING
0.853028,0.106966,0.094513,0.866017,0.619183,-0.259476,-0.175723,-0.504674,-0.475695,-0.593255,SITTING
0.963786,-0.192786,-0.095699,0.977487,0.90051,-0.301066,-0.310762,-0.606633,-0.530203,-0.830415,SITTING
0.960679,-0.216679,-0.216444,0.977487,0.892293,-0.447936,-0.52722,-0.836457,-0.823157,-0.80443,SITTING
0.961713,-0.20047,-0.216444,0.978986,0.895016,-0.501196,-0.555031,-0.902724,-0.894813,-0.816759,SITTING
0.960105,-0.204603,-0.217368,0.977956,0.890776,-0.562841,-0.546101,-1,-0.823157,-0.807757,SITTING
0.957624,-0.214518,-0.226109,0.975875,0.884243,-0.561272,-0.56239,-0.943699,-0.85688,-0.797213,SITTING
0.956467,-0.220659,-0.237445,0.975873,0.881199,-0.626918,-0.564678,-1,-0.823157,-0.793306,SITTING
0.958082,-0.217101,-0.23291,0.975873,0.885448,-0.685559,-0.71312,-1,-1,-0.798613,SITTING
0.959439,-0.213585,-0.23291,0.978596,0.889019,-0.761244,-0.902212,-1,-1,-0.803546,SITTING
0.958911,-0.214693,-0.233583,0.978762,0.887629,-0.714697,-0.801663,-1,-1,-0.799905,SITTING
0.9586,-0.21353,-0.233664,0.978749,0.88681,-0.581342,-0.592009,-0.943699,-0.85688,-0.797652,SITTING
0.958492,-0.213123,-0.233664,0.978469,0.886527,-0.579329,-0.538512,-0.943699,-0.823157,-0.797448,SITTING
0.957961,-0.2152,-0.23462,0.976571,0.88513,-0.645122,-0.657141,-1,-1,-0.796883,SITTING
0.955645,-0.223985,-0.236308,0.971838,0.879042,-0.625508,-0.675241,-1,-0.894813,-0.788499,SITTING
0.952476,-0.235123,-0.242933,0.971366,0.870724,-0.67695,-0.671332,-1,-0.894813,-0.775831,SITTING
0.952193,-0.235975,-0.253823,0.971366,0.869979,-0.713384,-0.696525,-1,-1,-0.775344,SITTING
